player_id,total_games,games_played,goals,assists,ppg,yellow_cards,second_yellow_cards,red_cards
121985,38,21,1,,,1,1,
618505,2,,,,,,,
582354,1,,,,,,,
616142,1,,,,,,,
87884,35,34,,6,,10,7,
126656,29,14,,,,1,1,
169880,34,33,1,5,,4,3,
397225,33,12,,,,1,2,
126711,26,8,,1,,2,3,
877620,1,,,,,,,
192735,29,23,1,,,6,2,
82070,32,19,1,,,6,4,
240357,2,,,,,,,
350219,33,32,7,4,,17,2,
181136,36,35,6,5,,19,1,
354361,25,25,,2,,3,5,
400489,37,37,3,5,,6,3,
358008,2,2,,,,,,
703245,3,,,,,,,
133964,44,43,17,11,,27,3,
566936,1,,,,,,,
316889,31,30,5,6,,19,3,
165895,35,33,3,4,,20,3,
400485,21,15,,,,,1,
56416,33,30,11,2,,13,2,
401923,27,27,14,5,,13,5,
199258,35,24,3,1,,4,1,
707295,1,,,,,,,
340879,34,28,1,2,,6,8,
165513,32,31,1,1,,6,6,
571604,32,18,1,,,7,1,
72441,21,20,1,1,,4,6,
125020,35,34,1,,,5,9,
459655,32,22,,1,,5,5,
431698,34,24,,,,3,,
616628,11,2,,,,,,
369674,32,26,1,1,,6,2,
336960,32,21,,3,,5,3,
275303,23,21,,,,8,2,
173859,35,34,1,6,,15,6,
392956,1,,,,,,,
360518,36,32,4,1,,6,4,
133179,31,30,3,,,1,5,1
487836,2,,,,,,,
148252,34,29,1,3,,10,10,
332179,34,27,1,1,,15,,
430503,1,,,,,,,
616638,1,1,,,,,,
567470,1,,,,,,,
567472,2,,,,,,,
663939,4,,,,,,,
487846,1,,,,,,,
273132,17,13,1,2,,3,3,
207877,31,30,6,5,,16,10,
205938,37,37,13,7,,19,3,
255450,33,19,2,4,,6,,
80351,21,20,3,4,,8,1,
216569,27,27,,3,,11,,
535469,16,5,,,,,,
622031,3,1,,,,,,
73794,26,24,10,5,,12,4,
119228,31,27,9,9,,15,1,
432092,27,17,1,,,2,,
386914,26,17,1,,,5,1,
988862,7,3,1,,,,,
524481,35,34,3,,,,9,
256448,34,33,,,,5,14,1
371371,35,17,,,,5,6,
103427,30,27,3,,,2,,
716411,2,,,,,,,
861192,7,1,,,,,,
118689,7,3,,,,2,1,
439072,34,26,,1,,9,2,
502821,29,9,,1,,3,3,
709970,1,,,,,,,
205006,36,36,,2,,10,7,1
475208,20,10,1,,,2,,
650993,2,,,,,,,
199248,34,34,2,,,2,9,
164771,36,36,4,8,,17,6,
355501,29,4,,,,1,,
647484,22,1,,,,1,,
628645,7,,,,,,,
112465,32,27,4,1,,14,7,
398163,30,10,,1,,1,,
562049,32,11,1,,,,,
285845,35,16,,,,7,,
550108,34,16,,,,9,1,
286297,28,28,9,5,,11,6,1
392085,30,28,2,5,,13,10,1
55735,32,31,5,6,,10,2,1
746891,8,3,1,,,,,
94529,31,27,3,,,7,1,
282810,35,19,1,1,,4,2,
331726,38,37,17,4,,13,9,
298976,34,23,6,1,,10,3,
358166,37,28,3,4,,4,2,
872380,25,17,2,,,6,3,1
413507,36,34,1,,,4,8,1
380350,38,30,,,,1,3,
373373,35,20,1,,,3,8,
113133,30,23,1,,,3,5,
346561,30,27,1,,,15,9,
143559,29,5,,,,,1,
610383,4,,,,,,,
124555,37,37,4,1,,11,3,1
404260,38,14,,1,,,1,
280730,32,25,1,1,,5,4,
240219,35,23,,,,9,4,
318077,34,31,5,2,,13,8,1
287579,31,23,1,,,2,6,
215616,37,23,,1,,8,5,
303116,25,23,1,2,,11,4,
184894,38,33,2,2,,16,3,
324377,37,28,2,3,,10,5,
57280,32,31,4,8,,18,7,
201040,33,18,,,,4,2,
602124,5,,,,,,,
88909,36,29,3,3,,12,1,
561150,1,,,,,,,
486031,34,33,7,7,,11,2,1
386455,33,24,3,2,,12,2,1
324690,37,35,2,1,,19,2,
61253,38,30,1,2,,13,,
704176,3,,,,,,,
669915,2,1,,,,,,
357498,36,36,24,5,,10,4,
390638,34,32,16,6,,9,4,
327757,30,23,4,1,,12,,
89086,27,6,,,,,1,
547786,11,,,,,,,
724418,1,,,,,,,
457931,34,31,,1,,5,10,
126729,36,24,1,2,,7,5,1
131075,30,30,4,1,,1,2,
239962,18,6,1,1,,,1,
465565,14,1,,,,,,
44420,33,10,,,,3,2,
331401,34,31,3,3,,7,3,
239802,35,33,1,,,3,4,1
200056,36,29,1,,,9,3,
708086,5,,,,,,,
199733,33,32,1,2,,18,7,
41414,37,35,,1,,14,9,
613539,3,,,,,,,
266302,37,37,11,11,,9,4,1
128220,35,34,5,11,,16,5,
334835,39,32,,3,,10,3,
266795,33,18,5,1,,8,6,1
170481,31,10,,,,4,1,
601577,39,14,,,,2,4,
283735,31,31,6,6,,10,6,
448466,27,13,2,1,,6,1,
624942,35,11,,1,,1,,
228761,1,,,,,,,
159372,38,38,6,8,,17,2,
65278,32,32,9,4,,15,5,
769063,29,8,,,,,,
105521,31,31,27,3,,6,4,
256267,39,27,5,4,,2,7,
37834,23,12,1,3,,,1,
277167,37,36,1,1,,2,4,1
119031,34,23,1,,,1,2,
555015,19,10,,,,,1,
123261,37,29,,,,6,4,
256678,1,,,,,,,
242940,28,12,,,,3,3,
401527,34,23,,1,,6,5,
311178,34,29,,6,,4,6,
21763,35,2,,,,,,
691825,1,,,,,,,
353922,37,31,,1,,8,5,
129674,25,20,,,,3,2,
290862,35,35,2,2,,4,14,
7093,34,12,,,,2,1,
394300,36,36,4,4,,29,6,
552549,32,25,,1,,5,3,
416386,29,23,,,,2,3,
613129,3,,,,,,,
745436,3,,,,,,,
808559,1,,,,,,,
655525,3,,,,,,,
391065,32,31,7,4,,18,3,
94307,15,12,2,1,,8,1,
216569,27,27,,3,,11,,
508371,14,6,,,,,,
239941,25,24,3,7,,15,1,
628558,36,10,,1,,1,,
691828,3,,,,,,,
177843,33,33,15,17,,17,9,
546176,13,2,,,,,,
405885,36,36,10,6,,15,7,1
315867,36,36,16,,,16,7,
163222,38,38,2,2,,10,3,
84765,38,38,11,7,,14,1,
658244,5,2,,1,,,,
516716,34,33,3,1,,4,7,
544149,39,24,,,,2,4,
386446,36,23,,2,,7,5,
86784,35,34,,1,,6,3,
183031,29,25,,,,7,3,1
32113,32,11,,,,4,4,
704729,2,,,,,,,
55854,29,19,,3,,3,2,
705063,2,,,,,,,
648779,35,35,3,4,,16,5,
336125,36,29,,3,,7,3,
236490,33,21,,,,10,4,
467992,37,33,1,1,,10,2,
308279,25,21,,2,,5,5,1
75942,35,24,,,,9,5,
392538,35,33,4,3,,7,11,
245056,35,35,5,4,,5,10,
129588,26,23,2,2,,10,3,
225873,36,16,,2,,9,2,
373899,2,,,,,,,
134883,30,15,,1,,2,1,
522681,13,1,,,,1,,
617019,2,,,,,,,
287700,10,9,2,1,,2,2,
130360,25,18,6,,,11,3,
526098,2,,,,,,,
293169,36,33,7,3,,14,1,
205940,31,24,3,,,9,,
482107,27,4,,,,,,
551752,15,6,,,,1,,
340070,2,,,,,,,
167727,23,22,8,1,,12,1,
234523,32,29,6,5,,16,3,
364133,24,15,1,,,2,1,
96828,16,9,,,,,1,
417896,2,,,,,,,
706380,1,,,,,,,
368891,38,34,2,1,,6,6,1
126673,33,28,,,,1,6,
247377,30,22,,,,5,2,1
471004,37,15,,,,4,3,
423614,35,14,,,,2,3,
556173,1,,,,,,,
818882,5,1,,,,,,
818878,5,1,,,,1,,
591949,36,36,5,1,,17,7,
187245,30,16,,2,,3,2,
861221,3,1,,,,,,
331560,23,22,,1,,4,2,
577394,15,7,,,,2,,
33571,32,31,3,2,,9,7,
207715,30,6,,,,1,,
347900,18,17,1,1,,3,2,1
60889,34,33,,1,,7,8,1
699442,1,1,,,,,,
342405,37,36,3,3,,16,7,
497291,29,28,,3,,14,8,
237658,31,27,2,4,,10,5,
85393,24,6,,,,1,,
464446,7,3,,,,,1,
401920,3,2,,,,2,,
679754,5,1,,,,,,
63186,35,35,,4,,16,4,1
486624,35,34,6,7,,20,,
82048,35,27,2,5,,5,6,
496270,14,,,,,,,
432982,29,27,5,8,,7,,
368482,37,29,6,3,,15,2,
394346,35,24,,1,,3,2,
41384,34,33,14,1,,12,6,
439292,35,17,6,1,,9,1,
119115,12,6,,,,,,
99180,23,7,1,,,,1,
616667,1,,,,,,,
818888,4,1,,,,1,,
389837,36,36,,2,,12,10,
115763,32,30,,,,6,10,
248732,17,17,,,,1,3,
163639,36,34,1,,,17,10,1
310458,34,18,,,,4,3,
431698,34,24,,,,3,,
324351,30,9,,,,1,,
391498,28,12,1,,,2,2,
660860,14,4,,,,1,,
386755,12,2,,,,,,
73926,32,32,4,6,,8,6,1
324282,35,24,1,1,,6,4,
290032,34,16,,2,,8,3,
157507,38,38,4,2,,10,4,
398808,29,18,1,,,5,3,
43848,25,22,,3,,8,5,1
470794,32,32,1,4,,13,6,
140757,34,24,1,1,,5,3,1
554433,4,,,,,,,
554432,2,,,,,,,
631007,3,1,,,,,,
70411,35,34,1,7,,14,2,
272261,30,29,11,4,,7,4,
374418,27,17,4,3,,10,,
283735,31,31,6,6,,10,6,
102470,15,,,,,,,
550106,31,12,1,,,1,1,
146752,35,35,12,7,,18,4,
704423,1,,,,,,,
282388,37,36,17,6,,16,8,
131951,34,28,2,4,,7,1,
36371,29,25,8,4,,10,6,1
45389,1,1,,,,,1,
506941,8,5,,,,2,,
491693,33,20,,1,,4,6,
410158,35,35,2,1,,2,10,
255744,36,36,,,,8,9,
210178,23,17,2,,,,3,
104597,33,27,1,1,,6,2,
293168,17,2,,,,,,
56830,19,2,,,,,,
704692,2,,,,,,,
556385,36,35,5,3,,13,4,
92899,36,14,,,,1,3,
704711,1,,,,,,,
424042,35,35,7,5,,14,5,1
546880,36,28,,,,7,4,
69646,11,11,,1,,6,,
704693,1,,,,,,,
323954,36,36,1,,,5,6,
47513,37,22,,1,,4,2,
704708,2,,,,,,,
704709,2,,,,,,,
322305,35,33,1,3,,13,5,1
112302,25,24,3,5,,8,8,1
53536,36,30,1,2,,22,9,
617170,2,1,,,,,,
704712,4,1,,,,,,
465279,8,,,,,,,
704710,2,,,,,,,
528833,37,22,2,2,,,,
876400,2,1,,,,,,
574889,6,,,,,,,
283528,35,28,4,4,,10,4,
44948,34,22,15,8,,10,4,
129476,34,34,13,5,,17,9,
595809,31,31,13,,,9,3,
295331,24,22,2,7,,10,1,
35249,34,33,12,4,,8,8,
339707,1,,,,,,,
54581,28,7,1,1,,1,1,
459655,32,22,,1,,5,5,
345458,14,7,,,,4,1,
481834,37,30,,,,7,6,
354909,37,19,1,,,5,5,
54928,22,18,1,1,,5,3,
242940,28,12,,,,3,3,
54935,33,30,1,2,,11,6,
568333,23,6,,,,2,,
102745,31,24,1,,,7,3,
621153,1,,,,,,,
619353,3,,,,,,,
312862,30,28,,2,,16,9,
136514,37,28,1,,,9,2,
357992,36,31,1,2,,8,3,
392569,36,25,,,,6,2,1
563812,50,29,,1,,12,1,
459452,4,,,,,,,
315063,21,21,,2,,2,4,
295183,36,36,,6,,4,4,1
317482,8,8,,1,,2,,
197473,36,30,,2,,13,4,1
235931,36,33,4,1,,22,5,
68864,16,10,,,,5,4,
134883,30,15,,1,,2,1,
167796,3,1,,,,,,
650224,6,2,,,,,,
264116,38,29,4,2,,6,1,
701842,4,,,,,,,
736034,1,,,,,,,
83877,9,4,,,,,,
610878,2,,,,,,,
666547,3,,,,,,,
607227,1,,,,,,,
282388,37,36,17,6,,16,8,
129129,37,37,13,4,,2,9,
238752,29,26,3,2,,13,2,
64793,35,33,5,2,,9,9,
460898,11,1,,,,,,
396682,8,1,,,,,,
174733,32,32,,,,4,6,
310458,34,18,,,,4,3,
131102,32,19,,,,4,5,
568559,38,20,,,,1,2,
303219,35,15,,,,1,6,
197491,38,23,1,,,12,4,
81789,31,26,2,3,,3,2,
111347,26,14,,,,1,4,
663900,1,,,,,,,
284595,36,36,1,1,,10,,
171399,37,22,1,,,12,5,
622800,1,,,,,,,
144143,35,35,,3,,10,12,
324282,35,24,1,1,,6,4,
111227,25,8,1,,,1,1,
49275,31,26,1,,,11,9,1
75942,35,24,,,,9,5,
624436,18,4,,,,,,
226524,35,35,3,1,,10,10,
216179,29,20,1,,,7,1,
434676,18,14,,,,4,3,
56810,30,30,3,3,,8,7,
574495,32,19,,,,6,5,
487839,35,5,,,,,1,
25488,36,36,7,12,,11,6,
567445,3,,,,,,,
319160,25,14,,2,,3,1,
503638,6,,,,,,,
340394,15,14,3,2,,3,3,
162961,23,19,,1,,9,2,
540941,13,11,,,,4,1,
628558,36,10,,1,,1,,
146752,35,35,12,7,,18,4,
52312,5,2,,,,,,
112343,18,18,6,3,,10,3,
159883,14,10,,,,,1,
419061,15,4,,,,3,1,
84765,38,38,11,7,,14,1,
22328,36,33,4,3,,12,2,
650255,2,,,,,,,
678441,2,,,,,,,
493702,34,20,,,,1,1,1
278531,32,24,,2,,1,6,1
435228,33,20,,,,1,7,
358003,1,,,,,,,
88706,33,19,2,,,2,3,
111347,26,14,,,,1,4,
603676,5,,,,,,,
547985,32,25,,1,,7,5,
469211,38,33,,,,9,3,
297645,22,19,,1,,8,4,
641553,3,,,,,,,
183841,34,33,1,1,,8,9,1
197745,32,10,,1,,3,1,
467992,37,33,1,1,,10,2,
543771,33,23,1,1,,2,2,
171159,37,23,2,2,,7,1,
616169,1,,,,,,,
390117,2,,,,,,,
387234,37,35,6,3,,18,5,
240934,35,35,2,3,,22,10,
192638,17,16,,2,,8,3,
193867,38,38,2,4,,14,4,
201040,33,18,,,,4,2,
291400,1,1,,,,,,
691482,8,,,,,,,
390177,38,35,6,7,,18,3,
162961,23,19,,1,,9,2,
641537,6,1,,,,,,
38607,30,26,5,2,,16,2,
315865,37,36,13,2,,7,4,
265078,37,28,3,1,,12,1,
160344,22,8,1,,,5,,
134983,38,18,2,1,,3,,
603891,2,,,,,,,
338672,18,14,,,,3,3,
367284,16,14,,,,,2,1
532937,35,28,1,,,4,7,
124715,16,14,,,,2,2,
199927,33,28,,1,,6,5,
176139,24,17,,,,5,1,
34198,32,7,,,,2,3,
500164,6,1,,,,,,
459658,29,26,1,4,,9,3,1
502821,29,9,,1,,3,3,
309393,11,4,,,,2,1,
44136,38,35,7,1,,8,8,
237666,36,33,1,2,,6,1,
313477,31,13,,1,,3,3,
167491,17,7,,,,5,3,
525704,25,21,,3,,4,5,
313830,29,19,,,,7,2,
181382,33,18,,1,,10,1,
40633,35,34,1,1,,10,4,
21905,15,10,,,,2,3,
232454,31,26,1,2,,9,,
503871,31,25,2,,,4,2,
167859,26,25,,,,16,12,
181768,28,18,,,,6,,
394304,34,24,1,,,15,4,
315862,34,25,1,,,9,2,
301236,2,1,,,,,,
702372,1,,,,,,,
287700,10,9,2,1,,2,2,
587458,25,23,3,1,,8,2,
305947,34,31,5,1,,12,6,
623040,21,15,,2,,3,3,
12563,23,20,,1,,5,1,
589737,35,35,11,7,,13,6,
432092,27,17,1,,,2,,
459661,19,12,,,,5,1,
88683,30,27,9,1,,14,4,
199953,32,30,1,2,,12,2,
37834,23,12,1,3,,,1,
340151,2,1,,,,,,
553757,10,4,,,,,,
364132,12,7,1,,,4,,
392771,29,29,,3,,7,11,1
197470,36,31,1,1,,,9,
239099,36,35,2,2,,,7,
438961,35,18,,,,2,2,
198873,26,6,,,,,2,
907619,1,,,,,,,
894579,4,,,,,,,
239934,33,19,,1,,5,1,
228444,31,26,1,2,,6,6,
378260,14,4,,,,2,1,
21972,24,8,,1,,2,,
250153,34,33,,2,,11,5,
309944,23,19,,,,7,1,
242078,13,9,,1,,4,3,
654543,2,,,,,,,
204987,34,18,,1,,4,2,
287875,24,15,,,,4,2,
102984,23,21,,1,,15,5,
718088,2,,,,,,,
817275,1,,,,,,,
504209,34,29,1,2,,13,8,
344600,21,14,,,,11,2,
670096,37,20,,,,4,1,
216599,35,34,3,1,,18,3,
165531,1,1,,,,,,
393804,30,26,1,,,9,8,
200188,32,32,7,5,,18,6,
377665,33,20,6,4,,1,3,
446491,29,17,2,2,,8,4,
623872,1,1,,,,,,
238950,1,1,,,,1,,
406042,29,26,1,2,,14,2,
33706,17,10,,1,,3,1,
566613,14,1,,,,,,
566861,5,4,,,,1,1,1
524428,1,1,,,,,,
412513,37,37,12,3,,13,5,1
413605,34,33,7,1,,16,5,
225055,15,11,,1,,1,,
164534,20,12,1,,,2,3,
271622,1,,,,,,,
806524,1,1,,,,,,
357003,30,30,2,1,,3,5,
292772,37,36,,,,,7,
425918,35,25,1,,,,7,
372809,34,17,1,1,,1,3,
632831,30,2,,,,,,
268178,26,25,,2,,9,3,
344072,33,32,1,1,,3,7,1
287367,2,2,,,,1,,
624548,38,27,,3,,3,3,
131731,19,8,1,,,1,1,
344595,20,3,,,,,1,
353796,35,35,2,3,,16,9,
257751,32,31,3,4,,8,5,
579294,17,1,,,,,,
96806,26,18,1,,,13,3,
587458,25,23,3,1,,8,2,
203842,32,26,1,4,,10,4,
241076,36,36,6,,,10,10,
540827,18,5,,1,,1,,
256361,35,33,8,6,,14,2,
567217,17,11,,1,,2,1,
883048,2,,,,,,,
538974,35,18,1,,,7,,
459661,19,12,,,,5,1,
308278,36,30,5,,,12,9,
482836,29,14,1,,,9,,
243225,24,21,7,1,,9,,
568559,38,20,,,,1,2,
346561,30,27,1,,,15,9,
205054,34,31,,,,6,9,
226058,14,6,,,,,,
240786,32,17,,1,,1,2,
45314,16,16,1,,,,1,1
50617,17,17,1,1,,1,,1
111433,19,9,,,,3,1,1
393904,19,5,,,,,1,
57633,6,2,,,,1,1,
816930,3,1,,,,,,
709579,3,1,,,,,,
616631,14,14,,,,6,1,
815941,1,,,,,,,
250153,34,33,,2,,11,5,
392966,35,29,1,2,,7,3,
407885,24,17,,1,,4,,
46105,14,14,1,1,,2,4,
136133,21,14,1,,,3,1,
84766,32,18,,,,4,3,
607854,16,15,2,1,,6,5,
406806,34,19,1,1,,5,7,
386552,31,31,,,,11,3,
472161,13,11,2,,,4,1,
298635,33,27,1,2,,11,4,
84442,13,5,,,,2,,
45581,32,21,,1,,9,4,
708084,3,1,,,,,,
704347,1,,,,,,,
260777,7,7,1,1,,1,2,
287600,25,13,,,,2,2,
130360,25,18,6,,,11,3,
22068,24,23,,3,,11,3,
54984,15,11,,,,1,1,
291422,7,6,,1,,2,2,
241527,33,32,10,,,12,6,
642689,19,7,,,,,,
194549,19,19,1,2,,8,,
67556,33,33,5,5,,14,6,
213854,14,14,1,1,,10,1,
421780,19,6,,,,1,,
267614,2,1,,,,,,
651206,1,,,,,,,
542394,2,,,,,,,
622029,3,,,,,,,
181767,33,32,5,,,1,5,
282041,33,30,1,,,4,6,
228948,35,27,2,,,5,,
229005,22,12,,1,,2,1,
25557,14,12,2,,,,1,1
787912,11,1,,,,,,
616341,35,29,,1,,7,4,
126719,22,15,,,,9,2,
126710,2,,,,,,,
618405,12,12,,,,7,1,
398073,32,32,4,6,,8,3,
460629,20,3,,,,2,1,
166237,18,15,1,2,,7,3,
141050,36,27,5,,,3,3,
102558,24,24,2,2,,11,12,
49499,34,31,1,3,,12,2,
126665,29,26,3,1,,9,4,
99343,25,19,3,2,,7,2,
659521,15,5,,1,,,,
536482,30,10,,,,4,2,
129473,31,22,1,,,15,3,
566931,18,6,,,,1,1,
810096,6,1,,,,,,
618415,5,1,,,,,,
68290,22,22,13,6,,10,10,
85148,21,18,2,1,,5,,
795657,2,1,,,,,,
28003,26,26,6,15,,2,,
74230,31,31,16,8,,19,8,
45320,29,26,5,8,,15,3,
342229,35,35,28,19,,10,10,
68863,29,24,4,,,4,1,
585959,36,34,12,,,22,1,
853344,2,1,,,,,,
618472,31,24,2,,,2,1,
277114,17,15,3,1,,2,2,
702441,17,11,,,,1,2,
26485,28,24,,1,,10,6,
52920,14,13,,,,4,5,
57370,32,17,,,,4,3,1
181778,34,30,1,2,,6,3,
204072,35,18,,1,,3,3,
620322,37,30,,4,,6,3,
236400,29,23,,2,,6,5,
802987,6,,,,,,,
520624,37,37,5,5,,12,6,
135617,33,29,1,1,,6,3,
450936,27,20,1,3,,10,4,
395693,36,36,6,4,,12,1,
395237,31,31,,,,4,5,
669000,25,3,,,,,,
607225,1,,,,,,,
729677,1,,,,,,,
555076,35,35,10,5,,9,1,
444523,36,35,9,6,,14,3,
607223,23,16,,1,,3,1,
326300,12,10,,1,,1,,
86792,47,40,9,9,,17,4,
234781,29,27,9,1,,13,2,1
315110,30,30,12,5,,11,3,
729680,1,,,,,,,
371256,27,26,11,6,,10,4,
229004,30,30,21,4,,9,6,
384060,26,15,1,,,2,,
174915,23,21,5,2,,7,4,
708265,19,11,,1,,2,,
744942,2,,,,,,,
463603,26,24,1,,,3,4,
386047,36,32,1,,,4,5,
249730,30,26,,,,3,5,
574671,31,17,,,,2,5,1
569383,22,7,,,,1,,
745202,2,,,,,,,
420064,37,34,2,9,,11,5,
375137,36,28,,1,,4,1,
789082,17,17,2,1,,6,3,
203746,36,28,,2,,3,4,
161869,32,17,,,,6,6,
413112,35,35,3,2,,3,9,1
569598,35,33,,4,,4,4,
578872,38,28,1,1,,13,1,1
535834,34,18,,,,5,1,
8806,5,2,,,,,,
659518,9,1,,,,,,
504084,1,1,,,,,,
263918,28,27,3,4,,14,4,
745200,11,7,,,,,1,
569389,37,30,6,5,,14,6,
257448,34,32,4,3,,23,4,
490426,8,8,1,,,3,,
511401,30,29,1,1,,12,3,1
146854,37,37,25,5,,22,3,
82009,34,34,9,11,,19,10,
412932,32,31,4,1,,7,,
494237,22,15,7,1,,3,3,
364133,24,15,1,,,2,1,
543503,1,,,,,,,
361093,26,25,3,1,,,4,
420465,34,28,1,1,,2,4,
503740,15,12,,,,,,
33829,38,38,,2,,,4,
798894,1,,,,,,,
923831,5,1,,,,,,
240692,35,35,1,,,9,12,
362108,35,33,1,,,13,3,
357796,31,15,,,,,2,
251075,35,32,2,3,,3,10,
60583,29,2,,,,,,
707231,1,,,,,,,
84301,33,33,2,1,,11,10,1
485706,36,32,1,,,5,2,
656441,25,23,3,2,,13,3,
644032,30,14,1,,,2,5,
258027,25,25,2,5,,8,6,1
290256,27,23,3,1,,6,9,
707230,3,,,,,,,
620318,8,1,,,,,,
973085,3,,,,,,,
386726,28,25,9,1,,10,5,
392770,37,24,1,1,,12,3,
18900,9,7,,1,,4,1,
538972,1,,,,,,,
292818,31,31,1,2,,18,3,
666545,1,,,,,,,
854488,1,,,,,,,
324690,37,35,2,1,,19,2,
370846,30,29,3,5,,7,2,
435485,28,28,4,5,,13,7,
496857,26,21,4,7,,9,,1
557610,33,13,1,4,,2,1,
533738,38,38,15,,,18,3,
34987,32,31,4,3,,12,9,
743987,1,,,,,,,
730581,26,14,,1,,1,1,1
361914,31,31,2,3,,2,3,
711996,37,34,,,,3,6,
919515,11,1,,,,,,
654539,36,30,3,3,,9,4,
282250,34,31,,4,,7,3,
357072,10,7,,,,4,,
297070,35,33,3,10,,8,4,
711969,36,20,,2,,,,
285323,36,35,2,1,,5,7,
711999,31,18,1,,,3,2,
127142,31,29,1,1,,12,8,
640428,38,30,2,1,,8,9,
202278,29,28,5,4,,10,3,
711976,21,5,,,,,,
266359,38,38,11,13,,23,2,
353399,27,22,,7,,12,1,
387106,34,34,9,9,,18,1,
914562,1,,,,,,,
442891,37,37,21,4,,30,1,
746695,21,20,4,2,,10,3,
486049,16,14,1,2,,4,2,
607226,28,10,,,,,,
585958,12,4,1,,,,1,
181378,38,38,15,8,,18,2,
270541,37,37,9,,,7,1,
659543,16,7,,,,1,,
801734,20,7,,,,,,
495666,37,36,,,,,5,
238266,35,26,2,1,,7,6,
575998,25,17,,,,2,4,
347913,36,34,,2,,3,6,
183647,22,6,,,,,1,
241229,29,10,,,,5,1,
94005,21,16,,1,,6,1,
298975,35,34,1,2,,11,1,
743494,1,,,,,,,
394327,36,34,1,1,,5,5,
485963,33,28,,1,,8,7,
805476,2,,,,,,,
465830,38,38,4,8,,5,6,
341705,36,35,9,7,,13,3,
332889,35,32,,1,,10,3,
569367,1,,,,,,,
667965,21,2,,,,,1,
659520,2,,,,,,,
372711,30,23,4,4,,11,1,
37647,31,31,12,10,,6,3,
708680,3,,,,,,,
691316,55,30,,1,,7,1,
466809,20,16,,2,,9,1,
245078,14,7,,,,1,2,
708681,16,1,,,,,,
341647,33,32,10,3,,14,,1
191891,26,23,7,2,,10,1,
822458,29,25,7,3,,11,,
127048,15,12,4,,,5,1,
92693,50,44,14,4,,26,6,
881250,4,,,,,,,
605184,37,36,1,,,2,6,
322655,37,24,,,,5,4,
458715,25,7,,,,1,,
16136,34,34,,1,,1,5,1
904707,2,,,,,,,
532775,35,33,2,2,,7,3,
241229,29,10,,,,5,1,
290017,35,30,1,,,7,5,1
416108,21,17,2,2,,7,4,
313094,37,30,,,,9,4,
891998,5,,,,,,,
463618,37,36,4,3,,11,4,
370791,36,36,,2,,12,7,
170934,33,32,2,,,15,4,1
56818,28,20,,1,,,1,
273438,16,7,,,,1,1,
904712,10,,,,,,,
560593,34,29,3,2,,18,6,
482769,1,,,,,,,
384593,18,10,,2,,,1,
330659,28,27,4,5,,19,6,
543051,26,20,,2,,4,1,
371142,25,15,1,1,,9,,
409344,32,24,1,1,,11,1,
365108,33,32,2,6,,18,5,
495667,35,25,2,1,,16,,
418659,38,38,10,9,,16,3,
283196,31,26,6,2,,15,,
122797,35,35,18,3,,6,3,
500689,30,20,1,3,,1,3,
474800,32,31,1,,,5,11,
263236,35,33,2,3,,2,7,1
126557,35,35,,,,6,7,
572326,37,14,,2,,3,2,
276895,18,18,,,,1,1,2
804817,4,,,,,,,
170929,26,20,1,2,,7,5,
332560,28,22,,1,,4,1,
770895,9,5,,,,,,
911512,1,,,,,,,
175639,37,37,5,11,,20,3,
620317,8,2,,,,,,
543387,34,34,1,4,,4,7,
308439,28,24,1,1,,1,,
44686,37,17,,,,4,1,
89461,2,,,,,,,
182893,38,38,8,1,,7,2,
812902,10,1,,,,,,
905408,2,,,,,,,
821136,1,,,,,,,
239743,37,37,6,5,,12,5,
695646,13,4,,,,,,
74297,30,29,3,2,,19,1,
719442,38,33,3,5,,15,2,
800246,1,,,,,,,
585959,36,34,12,,,22,1,
344869,33,33,15,4,,12,6,
531949,31,28,5,1,,12,2,
354726,36,35,6,3,,17,7,
182916,24,21,5,1,,7,2,
20463,30,20,1,1,,1,2,
804884,14,4,,,,,,
292808,37,37,4,,,,2,
395083,26,26,,,,5,5,2
199704,34,34,2,,,,5,
649026,9,1,,,,,,
502511,2,,,,,,,
422850,29,28,1,3,,4,1,
805908,36,24,1,1,,8,4,
215114,29,29,1,1,,10,5,
570817,19,18,1,,,3,3,
798925,9,3,,,,,,
919173,2,1,,,,,,
315145,32,32,1,1,,5,7,1
468066,14,13,2,,,5,,
414908,24,24,5,2,,3,7,
649033,33,26,,,,11,4,
522791,15,8,,,,,,
118278,37,37,5,2,,9,4,
290746,26,17,2,,,11,1,
145115,21,13,,1,,4,,1
814976,11,8,,,,1,1,
739769,38,31,1,4,,18,1,
671594,18,8,2,1,,1,1,
926235,2,1,,,,,,
557614,38,31,2,1,,16,1,
543051,26,20,,2,,4,1,
222876,10,9,2,3,,4,,
399383,19,16,2,2,,11,7,
393239,27,21,,,,12,1,
316137,7,4,,,,,,
395242,36,25,2,4,,12,2,
243606,19,13,,,,2,,
659517,1,,,,,,,
709726,24,24,10,4,,10,1,
649016,21,21,2,4,,13,2,
315283,20,20,4,3,,15,2,
388160,13,8,,,,4,1,
47713,29,29,,,,3,3,
842341,27,24,,,,3,2,
72857,3,1,,,,,,
549815,39,23,,,,7,2,1
842338,4,,,,,,,
913660,5,,,,,,,
485965,37,34,2,2,,9,2,
271455,31,29,1,3,,3,3,
184922,22,11,1,,,3,5,
335147,35,30,1,,,8,3,1
111058,37,34,1,3,,13,3,
