id,season_id,player_id,total_games,games_played,goals,assists,ppg,yellow_cards,second_yellow_cards,red_cards
17826,2016,138935,37,36,2,1,,6,9,
17827,2016,89473,29,21,2,1,,6,6,
17828,2016,246877,12,8,,,,4,3,
17829,2016,57816,13,7,,,,,,1
17830,2016,224774,1,,,,,,,
17831,2016,129753,42,32,4,3,,12,1,
17832,2016,322917,7,6,,,,1,,
17833,2016,368582,3,2,,,,,,
17834,2016,175449,29,26,2,5,,16,4,
17835,2016,246277,32,32,2,4,,15,6,
17836,2016,336646,15,9,,,,2,2,
17837,2016,71394,31,25,8,3,,9,5,
17838,2016,46415,33,31,9,3,,11,7,
17839,2016,69006,28,22,7,,,9,3,
17840,2016,277093,33,25,4,1,,6,1,
17841,2016,61344,20,17,2,1,,2,1,
17842,2016,287178,2,2,,,,,,
17843,2016,298589,31,25,1,,,,8,
17844,2016,197122,28,22,,,,,4,
17845,2016,298602,6,5,2,,,1,,
17846,2016,99924,20,11,,1,,3,1,1
17847,2016,35600,13,12,1,,,1,3,
17848,2016,58474,13,10,,,,2,,
17849,2016,296227,6,4,,1,,,4,
17850,2016,126252,27,17,,1,,5,5,
17851,2016,193784,30,25,1,,,4,2,
17852,2016,374081,24,15,,,,4,3,
17853,2016,25461,4,4,,,,1,,
17854,2016,63040,36,36,,2,,1,11,
17855,2016,134098,20,19,1,2,,1,6,
17856,2016,52345,3,3,,,,2,1,
17857,2016,396328,2,1,,,,,,
17858,2016,94304,27,26,1,2,,3,4,
17859,2016,42920,22,15,1,,,5,5,
17860,2016,174859,21,19,,,,12,8,
17861,2016,455056,12,8,,,,2,1,
17862,2016,374082,6,3,,,,,,
17863,2016,63056,34,32,7,5,,9,7,
17864,2016,338425,30,29,1,8,,5,3,
17865,2016,54774,33,28,,1,,9,3,
17866,2016,81998,27,19,,4,,3,1,
17867,2016,164816,4,2,,,,,,
17868,2016,298607,19,14,1,,,3,3,
17869,2016,298575,3,1,,,,,,
17870,2016,145769,36,33,10,2,,13,4,
17871,2016,197126,30,28,7,1,,8,4,
17872,2016,71671,30,22,4,1,,11,3,
17873,2016,61637,23,15,,1,,4,3,
17874,2017,126540,28,25,1,,,1,7,
17875,2017,18944,36,30,3,,,2,9,
17876,2017,289446,10,5,,1,,,2,
17877,2017,15904,23,14,,1,,2,3,
17878,2017,276111,2,,,,,,,
17879,2017,69751,36,33,2,8,,3,8,
17880,2017,126664,31,12,,2,,2,2,
17881,2017,85370,30,30,1,7,,6,3,
17882,2017,231572,30,24,,1,,5,1,
17883,2017,65230,33,31,1,4,,8,8,
17884,2017,19981,40,33,,1,,,10,
17885,2017,282721,1,,,,,,,
17886,2017,32467,36,35,1,5,,7,4,
17887,2017,57229,55,53,22,10,,8,2,
17888,2017,221025,26,16,,,,4,1,
17889,2017,7600,46,44,4,4,,26,1,
17890,2017,284854,2,,,,,,,
17891,2017,129473,17,17,2,3,,9,1,
17892,2017,165007,27,18,2,2,,1,1,
17893,2017,80444,33,32,14,12,,18,1,
17894,2017,364603,1,1,,,,,,
17895,2017,21369,12,11,2,1,,5,1,
17896,2017,28003,36,36,34,14,,,3,
17897,2017,288230,20,17,3,7,,10,2,
17898,2017,88490,23,15,1,1,,4,,
17899,2017,44352,35,33,25,13,,3,8,
17900,2017,126716,28,17,4,4,,7,,
17901,2017,129476,20,17,2,2,,10,1,
17902,2017,164770,30,27,,1,,2,3,
17903,2017,25557,26,26,4,1,,1,7,2
17904,2017,58884,33,27,3,,,2,7,
17905,2017,251896,16,7,,,,,,
17906,2017,44501,30,28,2,6,,4,3,
17907,2017,339808,34,13,,1,,2,1,
17908,2017,282428,1,,,,,,,
17909,2017,138927,26,25,,2,,,11,
17910,2017,221316,38,33,4,8,,3,3,
17911,2017,398073,17,9,2,,,1,,
17912,2017,290273,6,,,,,,,
17913,2017,16306,35,30,5,3,,6,8,
17914,2017,31909,29,27,5,7,,8,4,
17915,2017,51471,28,21,,2,,7,2,
17916,2017,27992,31,26,1,6,,9,3,
17917,2017,282411,23,13,,,,2,1,
17918,2017,319745,23,12,2,,,3,,
17919,2017,85288,33,30,7,7,,16,1,
17920,2017,284884,3,,,,,,,
17921,2017,39381,27,26,16,3,,10,5,
17922,2017,296622,35,32,6,5,,7,2,
17923,2017,458466,1,,,,,,,
17924,2017,8198,27,27,26,5,,7,1,
17925,2017,18922,32,32,5,11,,13,,
17926,2017,298976,24,14,3,1,,2,,
17927,2017,250845,31,23,1,1,,,6,
17928,2017,107010,31,27,,,,1,6,
17929,2017,54928,35,30,,,,1,6,
17930,2017,281963,34,27,,1,,1,6,1
17931,2017,251880,4,,,,,,,
17932,2017,21725,23,20,1,2,,3,4,
17933,2017,281979,5,,,,,,,
17934,2017,76061,26,21,,4,,3,7,
17935,2017,16635,30,17,,1,,3,3,
17936,2017,396324,2,1,,,,1,1,
17937,2017,230784,35,33,3,,,10,6,
17938,2017,74229,35,35,4,4,,10,3,
17939,2017,148928,36,36,2,4,,2,9,
17940,2017,22969,37,34,,1,,6,8,
17941,2017,39151,32,27,2,,,1,7,
17942,2017,295622,1,,,,,,,
17943,2017,295065,1,1,,,,,,
17944,2017,242299,5,,,,,,,
17945,2017,75442,39,34,2,9,,6,5,
17946,2017,214316,32,20,2,1,,8,2,
17947,2017,140776,46,42,10,13,,7,9,
17948,2017,67082,28,23,2,2,,9,1,
17949,2017,266807,37,37,8,4,,20,3,1
17950,2017,282006,2,1,,,,,,
17951,2017,341228,3,,,,,,,
17952,2017,125781,33,32,19,9,,12,7,
17953,2017,44779,15,15,3,4,,8,6,1
17954,2017,27389,37,25,7,2,,8,,
17955,2017,7767,55,44,8,2,,12,5,
17956,2017,149498,33,30,,,,,5,1
17957,2017,131102,24,17,,,,2,4,
17958,2017,35939,27,24,,,,3,5,
17959,2017,257851,27,19,,,,,1,1
17960,2017,251860,2,,,,,,,
17961,2017,221322,36,34,,5,,3,11,
17962,2017,320271,35,16,,1,,6,4,
17963,2017,182712,33,27,1,4,,2,4,
17964,2017,68645,34,25,,4,,1,7,
17965,2017,216870,21,7,1,,,1,1,
17966,2017,127189,31,31,4,4,,4,11,1
17967,2017,74869,29,16,1,,,3,2,
17968,2017,372246,33,33,1,4,,16,4,
17969,2017,59561,34,34,7,8,,3,15,
17970,2017,273152,31,15,,,,2,1,
17971,2017,253839,24,18,2,,,3,2,
17972,2017,398163,1,,,,,,,
17973,2017,214316,32,20,2,1,,8,2,
17974,2017,203394,26,23,1,4,,9,5,
17975,2017,398184,21,13,,1,,2,,
17976,2017,336731,30,20,,2,,8,1,
17977,2017,60890,18,17,3,2,,4,4,1
17978,2017,242532,2,,,,,,,
17979,2017,225122,35,34,5,11,,9,2,
17980,2017,131505,37,37,16,7,,18,4,
17981,2017,96828,35,33,13,2,,10,8,1
17982,2017,255653,36,32,12,2,,10,4,
17983,2017,182904,36,35,3,1,,2,9,
17984,2017,48859,23,20,2,,,2,3,
17985,2017,45319,29,26,,2,,6,9,
17986,2017,37712,10,6,,,,,1,
17987,2017,41281,12,5,,,,1,2,
17988,2017,93935,29,27,,2,,1,10,
17989,2017,346766,8,3,,,,,,
17990,2017,11530,13,6,,1,,,,
17991,2017,58576,26,23,2,,,1,5,
17992,2017,15956,28,26,1,,,4,2,
17993,2017,102744,18,12,,1,,5,4,
17994,2017,341272,1,,,,,,,
17995,2017,73734,29,27,1,2,,3,2,
17996,2017,105899,33,24,1,,,2,9,
17997,2017,89650,24,14,,1,,1,,
17998,2017,12249,32,31,3,3,,3,8,
17999,2017,202984,32,18,,,,7,4,
18000,2017,18006,27,24,1,1,,12,2,
18001,2017,76163,34,30,4,6,,15,5,
18002,2017,67920,14,8,2,,,5,,
18003,2017,268949,2,1,,,,1,,
18004,2017,70934,33,30,4,5,,12,4,
18005,2017,461858,1,1,,,,,,
18006,2017,74230,35,34,6,4,,11,7,1
18007,2017,267420,18,16,1,1,,9,,
18008,2017,227081,30,21,1,2,,12,5,
18009,2017,146854,37,25,9,3,,5,1,1
18010,2017,119228,36,29,7,1,,8,4,
18011,2017,199369,27,21,,2,,7,,
18012,2017,216464,3,2,1,,,2,,
18013,2017,176553,33,28,,3,,1,6,
18014,2017,158863,28,28,1,1,,1,6,
18015,2017,255488,14,8,,,,,2,
18016,2017,338285,34,33,1,,,1,11,
18017,2017,71559,28,5,1,,,2,2,
18018,2017,89313,26,14,,1,,3,3,
18019,2017,524000,1,,,,,,,
18020,2017,85258,18,18,,2,,5,1,
18021,2017,85372,22,19,,1,,5,5,
18022,2017,340206,1,1,,,,,,
18023,2017,255501,38,32,,1,,3,3,
18024,2017,96718,22,21,1,4,,6,5,
18025,2017,52469,33,26,1,1,,4,5,
18026,2017,71571,32,30,,,,7,7,
18027,2017,300168,26,12,1,1,,4,6,
18028,2017,40888,33,24,,2,,7,3,
18029,2017,51474,23,17,,,,2,2,
18030,2017,455348,1,,,,,,,
18031,2017,54235,15,14,4,3,,2,1,
18032,2017,158057,23,14,,1,,5,2,
18033,2017,251848,35,30,1,1,,13,3,
18034,2017,54245,38,34,3,2,,14,2,
18035,2017,255508,38,38,7,6,,7,2,
18036,2017,34601,34,34,10,6,,13,10,
18037,2017,192736,24,13,,,,4,1,
18038,2017,29124,35,33,9,1,,6,5,
18039,2017,51532,1,,,,,,,
18040,2017,158863,28,28,1,1,,1,6,
18041,2017,246291,35,27,3,,,2,8,1
18042,2017,355628,35,24,1,2,,2,2,1
18043,2017,229804,33,19,3,2,,3,1,
18044,2017,51046,34,13,1,,,,1,
18045,2017,142419,24,20,,1,,1,4,
18046,2017,206947,29,20,1,2,,,1,
18047,2017,73319,34,17,,1,,1,4,
18048,2017,280730,36,35,,4,,3,2,1
18049,2017,289255,8,2,,,,1,,
18050,2017,58074,3,1,,,,,,
18051,2017,59344,36,36,7,5,,1,9,1
18052,2017,15693,26,26,3,5,,13,1,
18053,2017,59375,32,31,,2,,11,2,
18054,2017,99352,16,6,,1,,3,,
18055,2017,289257,8,4,,,,,,
18056,2017,465967,2,,,,,,,
18057,2017,66106,37,36,4,5,,10,4,
18058,2017,351478,35,35,12,7,,11,3,
18059,2017,126737,38,30,8,3,,14,3,
18060,2017,177847,31,28,3,5,,16,4,
18061,2017,35773,41,41,15,11,,3,1,
18062,2017,122155,34,34,15,4,,11,4,
18063,2017,289236,23,11,1,,,1,,
18064,2017,37501,16,11,,,,1,,
18065,2017,62920,35,27,2,1,,,9,1
18066,2017,183647,33,33,,2,,1,13,1
18067,2017,197602,7,4,,,,1,,
18068,2017,399776,15,2,,,,,,
18069,2017,5856,27,15,,1,,1,4,
18070,2017,65318,33,30,,,,3,13,1
18071,2017,295414,13,3,,,,1,1,
18072,2017,73250,34,32,2,3,,,6,
18073,2017,27924,47,20,,,,1,6,
18074,2017,357565,37,37,1,3,,2,8,
18075,2017,56134,31,28,,,,9,8,
18076,2017,399779,9,4,,,,1,1,
18077,2017,188854,34,34,3,4,,12,9,1
18078,2017,335225,2,,,,,,,
18079,2017,455056,1,,,,,,,
18080,2017,222571,13,4,,,,,1,
18081,2017,357885,35,35,3,12,,8,4,
18082,2017,63186,24,22,,,,7,3,
18083,2017,82048,24,18,5,1,,4,1,
18084,2017,98322,27,24,2,2,,9,2,
18085,2017,285771,14,8,1,,,1,1,
18086,2017,195332,14,14,4,1,,1,4,
18087,2017,195171,31,30,6,7,,15,4,
18088,2017,413262,23,21,2,4,,11,3,
18089,2017,294894,2,1,,,,,,
18090,2017,127048,38,38,28,6,,18,11,
18091,2017,119235,35,35,15,6,,19,9,
18092,2017,251106,35,30,6,3,,6,1,
18093,2017,399780,1,1,,,,,,
18094,2017,255995,2,2,,,,,,
18095,2017,92947,36,33,1,,,4,3,
18096,2017,65237,39,14,,1,,2,2,
18097,2017,61546,30,21,,,,3,2,
18098,2017,30677,37,26,1,1,,5,5,
18099,2017,373683,2,,,,,,,
18100,2017,175446,36,36,2,1,,2,10,
18101,2017,181619,36,19,,2,,3,3,
18102,2017,505493,1,,,,,,,
18103,2017,63463,35,35,4,9,,10,3,
18104,2017,119905,34,34,,6,,5,12,
18105,2017,192735,38,38,,,,4,3,
18106,2017,168959,30,26,,1,,7,3,
18107,2017,91763,34,30,3,2,,4,5,
18108,2017,207924,37,24,,4,,14,7,
18109,2017,305957,2,1,,,,,,
18110,2017,309110,33,20,1,1,,10,,
18111,2017,167798,12,2,,,,,,
18112,2017,252641,37,34,5,9,,21,2,
18113,2017,291247,1,,,,,,,
18114,2017,355397,1,,,,,,,
18115,2017,283223,27,23,1,3,,2,4,
18116,2017,396894,36,36,18,5,,10,12,
18117,2017,72047,34,34,22,5,,3,9,
18118,2017,98596,28,25,3,3,,12,3,
18119,2017,58818,33,28,2,,,8,4,
18120,2017,334222,34,24,,1,,2,2,
18121,2017,249303,1,,,,,,,
18122,2017,99922,31,28,3,1,,2,7,
18123,2017,80293,36,34,1,,,,9,
18124,2017,85289,34,25,,,,6,6,1
18125,2017,129386,16,15,3,,,1,7,
18126,2017,148004,30,19,,,,1,1,
18127,2017,135208,35,24,2,3,,2,4,
18128,2017,374139,15,14,2,2,,1,3,
18129,2017,521329,1,,,,,,,
18130,2017,32522,33,29,,6,,5,7,
18131,2017,370691,20,14,1,,,3,2,
18132,2017,351746,17,3,,,,1,,
18133,2017,378139,4,2,,,,,,
18134,2017,36350,36,33,1,,,5,6,
18135,2017,263843,13,7,,,,3,2,
18136,2017,350219,36,34,3,6,,7,3,
18137,2017,263856,33,24,1,,,12,1,
18138,2017,20506,29,29,2,8,,5,7,
18139,2017,391346,6,2,,,,,,
18140,2017,77826,30,27,2,3,,12,2,
18141,2017,141834,34,32,4,4,,7,2,
18142,2017,131248,14,8,2,1,,1,1,
18143,2017,7663,35,35,4,8,,14,7,
18144,2017,234523,19,17,8,,,3,,
18145,2017,354741,16,15,7,,,7,3,
18146,2017,145769,37,31,11,1,,11,5,
18147,2017,25316,17,10,1,1,,1,,
18148,2017,213595,13,7,,,,3,,
18149,2017,129444,37,37,1,1,,,7,
18150,2017,281769,29,22,1,,,,5,1
18151,2017,148666,32,11,,,,1,2,
18152,2017,175323,16,11,,,,,1,
18153,2017,38270,16,3,,,,2,1,
18154,2017,251878,37,32,,,,1,6,
18155,2017,67090,25,14,,,,1,3,
18156,2017,335245,27,19,1,,,3,3,
18157,2017,72310,22,14,,,,3,4,
18158,2017,51226,38,23,1,,,2,5,
18159,2017,56134,31,28,,,,9,8,
18160,2017,39907,30,20,,,,7,7,
18161,2017,336869,25,8,,,,1,,
18162,2017,142021,38,38,1,2,,13,7,1
18163,2017,63290,32,30,,2,,7,13,
18164,2017,44065,31,25,1,3,,5,4,
18165,2017,28261,33,29,,3,,16,1,
18166,2017,448344,25,18,,1,,6,1,
18167,2017,56067,30,30,2,3,,18,,
18168,2017,73636,23,14,,,,3,3,
18169,2017,221899,37,36,8,3,,14,4,
18170,2017,177467,38,38,16,1,,1,5,
18171,2017,7922,34,33,2,6,,4,4,
18172,2017,141835,1,,,,,,,
18173,2017,126741,2,2,,,,,,
18174,2017,303140,35,24,1,,,6,9,
18175,2017,203043,14,12,,,,3,3,
18176,2017,128488,28,22,1,,,,6,
18177,2017,44735,7,3,,,,,,
18178,2017,44012,28,11,1,,,,2,
18179,2017,64363,29,24,,2,,3,5,
18180,2017,74232,30,27,,,,8,6,
18181,2017,184767,35,31,,,,1,12,
18182,2017,77262,31,28,,2,,8,4,1
18183,2017,228584,19,11,,,,1,3,
18184,2017,181112,6,2,,,,2,,
18185,2017,153236,33,25,,,,8,3,
18186,2017,409106,32,32,4,2,,5,8,
18187,2017,30929,22,22,,1,,8,9,
18188,2017,65489,32,23,,,,5,4,
18189,2017,176133,12,7,,,,3,1,
18190,2017,5957,32,21,,,,7,4,
18191,2017,531062,2,1,,,,1,1,
18192,2017,153238,50,50,15,15,,10,8,
18193,2017,226074,23,20,2,2,,6,1,
18194,2017,223068,25,24,1,1,,7,2,
18195,2017,235540,20,16,,1,,7,2,
18196,2017,311277,10,3,,,,1,,
18197,2017,67082,28,23,2,2,,9,1,
18198,2017,397896,21,15,,2,,2,2,
18199,2017,336731,30,20,,2,,8,1,
18200,2017,282672,7,4,,,,,,
18201,2017,25319,19,13,,1,,7,3,
18202,2017,171167,22,13,,,,6,2,
18203,2017,45121,24,23,8,,,5,3,1
18204,2017,284727,37,37,9,3,,5,7,
18205,2017,110366,25,25,11,3,,6,7,
18206,2017,120630,5,5,,,,,,
18207,2017,216463,24,19,,,,6,2,
18208,2017,483461,14,9,1,,,1,,
18209,2017,64598,36,34,,2,,2,7,
18210,2017,115333,37,35,5,2,,,7,
18211,2017,69660,35,26,,,,,3,
18212,2017,74228,27,13,,1,,2,3,
18213,2017,51663,12,8,1,,,1,4,
18214,2017,262939,34,30,,4,,4,6,
18215,2017,132921,35,31,2,,,8,10,
18216,2017,66099,15,5,,1,,1,,
18217,2017,251876,36,33,,2,,11,11,
18218,2017,255284,35,34,1,7,,8,12,
18219,2017,242497,34,31,,2,,6,8,
18220,2017,158795,27,17,2,,,3,8,
18221,2017,447661,28,15,,,,,3,
18222,2017,261504,34,20,1,,,2,3,
18223,2017,67808,38,37,2,5,,18,2,
18224,2017,202318,14,7,,1,,,,
18225,2017,73222,13,10,,,,2,,
18226,2017,345654,40,23,1,2,,6,3,
18227,2017,99353,37,37,11,6,,19,5,
18228,2017,59323,36,33,21,,,13,8,
18229,2017,131694,17,12,,2,,1,2,
18230,2017,131275,16,14,1,,,3,,
18231,2017,263482,38,24,6,3,,3,1,
18232,2017,353959,2,2,,,,,,
18233,2017,176140,32,31,1,,,1,10,1
18234,2017,67080,21,17,2,,,,3,
18235,2017,7781,35,28,1,,,2,6,
18236,2017,249730,32,19,,,,1,4,
18237,2017,355335,12,6,,,,3,5,
18238,2017,251046,15,14,1,,,2,5,
18239,2017,356197,35,33,3,6,,7,5,
18240,2017,177046,26,24,,2,,2,8,1
18241,2017,221986,1,1,,,,,,
18242,2017,483573,25,21,,4,,1,3,
18243,2017,263627,13,12,,,,2,6,
18244,2017,510971,2,1,,1,,1,,
18245,2017,93142,35,18,,,,4,2,
18246,2017,139895,35,30,1,,,8,8,
18247,2017,76273,35,30,3,,,2,10,
18248,2017,253839,24,18,2,,,3,2,
18249,2017,45639,32,21,,1,,7,7,
18250,2017,217886,25,22,4,8,,4,,
18251,2017,106825,22,18,2,1,,6,3,
18252,2017,127837,36,34,7,6,,14,1,
18253,2017,246277,26,23,1,,,11,1,
18254,2017,139915,39,36,12,5,,9,6,
18255,2017,73636,23,14,,,,3,3,
18256,2017,44675,22,14,,,,5,,
18257,2017,223725,34,33,10,6,,16,7,1
18258,2017,98596,28,25,3,3,,12,3,
18259,2017,85383,30,28,3,2,,6,5,
18260,2017,50487,13,10,2,,,1,2,1
18261,2017,335457,8,3,1,1,,,,
18262,2017,27374,24,21,1,1,,2,4,
18263,2017,135343,34,25,2,2,,1,10,
18264,2017,137174,26,19,1,,,4,4,1
18265,2017,89313,26,14,,1,,3,3,
18266,2017,77026,28,20,1,,,1,5,
18267,2017,254476,2,1,,,,,,
18268,2017,291039,1,,,,,,,
18269,2017,497663,2,2,,,,,,
18270,2017,56777,32,30,1,1,,1,12,
18271,2017,7593,37,15,,,,,5,
18272,2017,64411,37,35,,1,,2,3,
18273,2017,115382,32,31,,,,6,11,
18274,2017,369081,28,24,,,,6,,
18275,2017,81532,34,32,3,3,,9,3,1
18276,2017,44069,30,23,,2,,8,7,
18277,2017,18006,27,24,1,1,,12,2,
18278,2017,506248,8,3,,,,,1,
18279,2017,17129,10,8,,,,6,3,
18280,2017,77707,34,26,1,1,,15,4,
18281,2017,127987,14,10,,1,,6,,
18282,2017,203378,29,23,,,,9,5,
18283,2017,176067,28,17,3,2,,1,1,
18284,2017,15568,6,6,,,,1,1,
18285,2017,242548,21,20,2,1,,12,6,
18286,2017,278651,8,3,,,,1,,
18287,2017,73185,35,35,8,6,,3,3,
18288,2017,177065,34,29,6,3,,7,6,
18289,2017,45383,30,30,9,5,,6,1,
18290,2017,221150,36,36,1,,,1,9,
18291,2017,67089,33,31,2,1,,1,12,
18292,2017,188838,35,20,,,,,5,
18293,2017,102423,32,14,,,,2,3,
18294,2017,125281,4,,,,,,,
18295,2017,411177,2,1,,,,,,
18296,2017,583510,1,1,,,,,,
18297,2017,583508,3,1,,,,1,,
18298,2017,44699,36,34,,2,,,14,
18299,2017,376514,6,3,1,,,,,
18300,2017,76746,33,33,1,4,,1,14,
18301,2017,27487,36,10,,,,,5,
18302,2017,51426,18,18,4,1,,6,5,
18303,2017,35539,22,19,,,,7,3,
18304,2017,17396,8,8,,,,3,1,1
18305,2017,290249,27,27,1,2,,11,8,1
18306,2017,174344,35,31,1,4,,4,6,
18307,2017,129693,28,22,1,,,11,3,
18308,2017,62611,34,26,,,,4,5,
18309,2017,541646,4,2,,,,,,
18310,2017,28285,16,11,,,,,,
18311,2017,339820,37,37,3,3,,26,9,
18312,2017,77932,20,16,1,3,,3,,
18313,2017,398886,11,6,,,,,1,
18314,2017,138803,37,33,2,3,,13,6,
18315,2017,282406,19,13,1,1,,2,3,1
18316,2017,324475,2,1,,,,,,
18317,2017,45121,24,23,8,,,5,3,1
18318,2017,51510,36,33,13,2,,13,6,
18319,2017,129515,4,,,,,,,
18320,2017,57825,36,36,7,5,,11,10,
18321,2017,573775,3,2,,,,,,
18322,2017,387129,32,24,,,,1,4,
18323,2017,248330,31,26,1,1,,1,7,
18324,2017,158791,33,30,1,,,3,6,
18325,2017,302991,20,14,,1,,2,5,
18326,2017,126516,33,23,,2,,1,5,
18327,2017,125931,19,12,,1,,,2,
18328,2017,393436,2,1,,,,1,,
18329,2017,71905,33,18,3,,,3,5,1
18330,2017,203778,3,3,,1,,2,,
18331,2017,336168,11,6,,,,1,,
18332,2017,25412,35,21,,,,6,4,
18333,2017,26199,1,,,,,,,
18334,2017,262980,26,26,,1,,4,16,
18335,2017,129679,21,19,1,,,6,4,
18336,2017,321629,4,2,,,,1,,
18337,2017,120095,36,35,1,4,,11,8,1
18338,2017,245056,26,16,,2,,6,4,
18339,2017,245014,34,26,9,1,,8,9,
18340,2017,282371,32,29,4,3,,8,4,
18341,2017,332612,30,27,6,1,,5,5,
18342,2017,67548,26,9,1,,,3,,
18343,2017,263860,29,27,1,2,,12,2,
18344,2017,208890,26,18,,1,,3,2,
18345,2017,193153,13,11,3,2,,2,1,
18346,2017,251106,35,30,6,3,,6,1,
18347,2017,252677,35,35,10,8,,7,6,1
18348,2017,212391,19,17,3,2,,5,3,
18349,2017,140082,30,23,2,4,,8,1,
18350,2017,19447,33,28,5,,,7,2,
18351,2017,178187,10,9,,,,5,1,
18352,2017,305956,12,9,,,,2,1,
18353,2017,264140,20,16,,,,,5,
18354,2017,139336,33,26,,,,2,3,
18355,2017,71548,30,29,2,1,,,8,
18356,2017,128488,28,22,1,,,,6,
18357,2017,63723,29,13,1,,,2,3,
18358,2017,26066,20,16,3,,,3,4,
18359,2017,87469,35,30,,8,,7,4,
18360,2017,164055,27,15,,2,,4,3,
18361,2017,457107,1,,,,,,,
18362,2017,197545,36,33,,1,,5,4,
18363,2017,238868,38,28,1,1,,6,1,
18364,2017,39907,30,20,,,,7,7,
18365,2017,178425,35,32,,1,,6,14,
18366,2017,263727,37,35,6,4,,4,1,1
18367,2017,266795,35,28,1,,,7,2,
18368,2017,374077,12,7,,,,,,
18369,2017,289287,5,3,,,,,1,
18370,2017,98249,35,34,5,2,,12,4,
18371,2017,153427,19,9,,1,,2,,
18372,2017,60890,18,17,3,2,,4,4,1
18373,2017,281755,28,22,1,3,,13,5,
18374,2017,51587,13,12,,3,,2,1,
18375,2017,391332,3,1,,,,,,
18376,2017,81988,20,19,3,1,,7,2,
18377,2017,93936,36,35,8,1,,11,5,
18378,2017,154059,33,30,8,1,,10,6,
18379,2017,52403,27,24,1,1,,4,8,1
18380,2017,156808,30,20,2,,,1,5,
18381,2017,75127,22,18,,1,,3,2,
18382,2017,55240,27,14,,,,1,3,
18383,2017,73180,18,15,1,,,,2,
18384,2017,249513,33,26,2,2,,1,8,1
18385,2017,139434,33,19,,2,,,1,
18386,2017,197135,35,30,1,1,,3,9,
18387,2017,128295,19,9,,,,,,
18388,2017,113045,33,31,,,,6,13,
18389,2017,268670,32,25,1,,,5,8,
18390,2017,67542,21,13,,,,1,4,
18391,2017,167291,30,29,5,2,,11,6,
18392,2017,156814,36,34,4,3,,11,5,
18393,2017,95641,26,23,2,,,8,3,
18394,2017,398159,3,2,,,,,,
18395,2017,482179,2,1,,,,,,
18396,2017,58112,23,23,,1,,14,3,
18397,2017,217728,13,13,2,2,,4,1,
18398,2017,272679,29,17,2,,,6,2,
18399,2017,55619,33,33,2,3,,12,5,1
18400,2017,37917,31,30,2,1,,9,2,
18401,2017,150788,16,16,4,6,,2,,
18402,2017,477238,1,1,,,,,,
18403,2017,583607,2,,,,,,,
18404,2017,137704,24,22,4,3,,3,3,
18405,2017,58818,33,28,2,,,8,4,
18406,2017,171165,13,8,3,,,2,,1
18407,2017,479675,2,,,,,,,
18408,2017,282431,2,,,,,,,
18409,2017,62945,36,36,,1,,,8,
18410,2017,43256,31,23,1,,,1,1,
18411,2017,349836,29,18,1,,,5,5,
18412,2017,70245,22,20,,1,,1,5,
18413,2017,285322,16,14,,1,,3,4,
18414,2017,386196,4,,,,,,,
18415,2017,126625,10,10,,,,1,1,
18416,2017,307805,1,1,,,,,,
18417,2017,49500,36,35,1,,,2,10,
18418,2017,45305,14,8,,,,2,3,
18419,2017,341230,2,1,,,,,,
18420,2017,284454,4,1,,,,,1,
18421,2017,324946,6,3,,,,1,2,
18422,2017,40428,33,33,,1,,5,10,
18423,2017,399887,21,8,,,,5,1,
18424,2017,35539,22,19,,,,7,3,
18425,2017,44073,32,29,3,,,3,9,
18426,2017,150948,22,22,1,2,,4,9,1
18427,2017,25441,12,8,,1,,2,,2
18428,2017,464896,1,,,,,,,
18429,2017,256680,21,16,,2,,5,1,
18430,2017,66112,28,21,,2,,13,3,
18431,2017,298983,14,12,,,,,4,
18432,2017,96454,29,22,2,2,,10,1,
18433,2017,308801,13,13,,,,8,3,
18434,2017,228761,6,5,,,,,1,
18435,2017,28171,42,39,4,4,,18,7,1
18436,2017,242295,15,11,,,,5,1,
18437,2017,208890,26,18,,1,,3,2,
18438,2017,175836,10,2,,,,,,
18439,2017,585700,1,1,,,,,,
18440,2017,45335,20,11,,,,1,,
18441,2017,193938,26,26,5,1,,4,,
18442,2017,85324,25,20,2,,,3,2,
18443,2017,64308,13,13,1,,,4,2,
18444,2017,295331,18,9,,1,,6,,
18445,2017,433049,28,25,4,,,3,1,1
18446,2018,182904,35,23,1,,,2,8,
18447,2018,126540,22,14,,1,,1,4,
18448,2018,18944,36,35,4,4,,,6,
18449,2018,131102,18,3,,,,,,
18450,2018,605184,14,12,1,1,,2,4,1
18451,2018,15904,21,17,,1,,3,3,
18452,2018,333361,5,,,,,,,
18453,2018,69751,36,36,2,10,,,6,
18454,2018,341227,4,,,,,,,
18455,2018,85370,31,29,,7,,4,3,
18456,2018,231572,37,26,1,2,,7,4,
18457,2018,364240,3,3,,,,,1,
18458,2018,65230,35,35,,1,,10,10,
18459,2018,181112,27,24,,,,11,6,
18460,2018,362842,30,27,,1,,19,2,
18461,2018,32467,34,34,3,5,,4,5,1
18462,2018,284854,27,17,2,,,5,2,
18463,2018,37666,37,33,3,7,,11,7,
18464,2018,331511,4,2,,,,1,,
18465,2018,129473,8,5,,,,3,1,
18466,2018,165007,17,6,,,,,,
18467,2018,16922,24,16,4,1,,7,2,
18468,2018,80444,35,34,5,2,,14,2,
18469,2018,28003,34,34,36,14,,1,3,
18470,2018,288230,29,29,8,4,,18,1,
18471,2018,323704,28,15,1,2,,3,,
