id,season_id,player_id,total_games,games_played,goals,assists,ppg,yellow_cards,second_yellow_cards,red_cards
1,2015,157509,25,23,1,,1.26,1,,
2,2015,27511,33,23,2,,1.09,,2,
3,2015,177476,27,24,1,,1.38,1,4,
4,2015,136610,16,14,2,1,1.43,,6,
5,2015,3160,26,24,1,1,1.25,3,2,1
6,2015,245893,5,2,,,1.5,1,1,
7,2015,303254,2,1,,,1,,,
8,2015,316551,2,1,,,3,,,
9,2015,224884,29,15,,1,1.4,3,1,
10,2015,57500,38,37,2,4,1.35,3,7,
11,2015,36827,33,33,2,2,1.39,2,5,
12,2015,236490,1,,,,,,,
13,2015,74683,37,33,2,3,1.39,8,4,1
14,2015,30739,35,25,,1,1.48,4,6,
15,2015,8806,37,37,5,7,1.32,8,5,
16,2015,54170,42,38,6,1,1.71,17,3,
17,2015,202886,30,13,1,1,1.38,2,,
18,2015,236496,1,,,,,,,
19,2015,91970,38,29,4,4,2.21,4,2,
20,2015,59866,25,21,1,2,1.38,11,,
21,2015,85314,30,27,3,3,1.33,12,4,
22,2015,258216,2,,,,,,,
23,2015,50202,31,31,4,4,1.32,6,2,
24,2015,52769,35,35,5,9,1.26,14,5,
25,2015,281404,24,14,1,,1.21,3,,
26,2015,65278,29,29,7,3,1.41,15,3,
27,2015,131996,23,10,2,1,1,4,,
28,2015,44779,29,28,12,7,1.43,6,8,
29,2015,39152,14,10,1,,0.5,,1,
30,2015,37579,10,2,1,,1.5,1,,
31,2015,45121,25,13,1,,1.46,3,,
32,2015,183334,23,13,,,0.62,2,,
33,2015,331726,2,2,,,1,,,
34,2015,54781,33,30,1,,1.67,1,9,
35,2015,9594,15,14,2,,2,1,5,
36,2015,277114,24,17,,2,1.41,4,1,
37,2015,2963,37,20,,,1.65,1,3,
38,2015,277723,3,,,,,,,
39,2015,46156,35,29,3,4,1.79,2,3,
40,2015,7449,25,14,,1,1.64,2,,
41,2015,277179,2,,,,,,,
42,2015,15956,36,34,,7,1.76,8,1,
43,2015,20007,25,13,,1,1.77,1,3,
44,2015,26764,34,28,,3,1.79,1,4,
45,2015,251876,2,,,,,,,
46,2015,210202,1,,,,,,,
47,2015,26267,35,33,2,3,1.67,4,8,
48,2015,51174,28,24,2,,1.46,4,4,
49,2015,181498,1,,,,,,,
50,2015,13091,32,32,6,5,1.84,12,3,
51,2015,50362,19,17,2,,1.76,7,,
52,2015,261504,2,,,,,,,
53,2015,88755,28,27,7,9,1.78,5,3,
54,2015,35518,24,24,2,11,1.92,12,1,
55,2015,18935,12,12,2,3,2.33,2,3,
56,2015,229695,3,1,,1,,,,
57,2015,277118,8,1,,,3,,,
58,2015,134425,34,31,6,2,1.52,15,1,
59,2015,214927,2,,,,,,,
60,2015,225452,21,12,6,1,2,2,,
61,2015,26399,32,30,24,2,1.73,16,1,
62,2015,81808,29,26,4,3,1.85,9,1,
63,2015,295330,35,26,8,2,1.65,5,1,
64,2015,76277,34,33,4,,1.91,2,4,
65,2015,6710,31,24,,,1.88,1,1,
66,2015,149498,35,21,1,,1.76,,4,
67,2015,215118,29,12,,,2.17,,2,
68,2015,27306,26,11,,,1.18,5,1,
69,2015,43003,38,37,,3,1.89,,1,
70,2015,44792,32,15,1,,2.4,2,,
71,2015,191217,36,36,1,5,1.94,,3,
72,2015,126321,21,20,2,,1.45,2,3,
73,2015,74869,27,26,,,1.88,8,5,1
74,2015,160438,32,27,2,1,2.22,6,7,
75,2015,17396,20,16,,,1.69,3,2,
76,2015,50057,32,31,5,4,1.77,2,4,
77,2015,15799,17,15,,3,2,2,2,1
78,2015,74223,4,3,,,1.67,1,,
79,2015,143424,23,22,1,1,2.09,8,,
80,2015,7451,13,9,,1,2.22,1,1,
81,2015,35664,35,35,6,19,1.89,14,4,
82,2015,326300,6,,,,,,,
83,2015,242631,21,13,2,2,1.77,7,,
84,2015,33713,33,28,5,3,1.79,13,,
85,2015,131248,30,19,3,3,1.74,10,,
86,2015,159471,6,1,,,,,,
87,2015,121990,20,20,2,1,1.45,9,6,
88,2015,40433,30,30,13,5,1.8,12,1,
89,2015,82442,38,38,16,6,1.87,8,2,
90,2015,67063,12,11,4,2,1.55,7,1,
91,2015,127194,6,3,,1,2.33,,,
92,2015,103427,35,35,,,1.71,,8,
93,2015,93176,18,16,,1,2.06,6,3,
94,2015,117996,13,10,,,1.7,2,,
95,2015,167268,23,8,,,1.75,2,,
96,2015,342046,2,,,,,,,
97,2015,183288,5,5,,1,2,,1,
98,2015,12282,37,35,1,1,1.69,3,2,
99,2015,258879,16,10,,1,1.7,1,,
100,2015,134414,6,3,,,2,,,
101,2015,54906,31,28,1,,1.79,11,8,
102,2015,14086,25,18,1,3,1.72,3,5,
103,2015,33544,18,14,,3,2.14,2,1,
104,2015,188862,12,4,,,1.75,,1,
105,2015,179451,1,1,,,,,,
106,2015,315131,10,8,,1,2.25,1,1,
107,2015,56818,37,29,1,,1.9,4,3,
108,2015,3878,31,28,,,1.68,7,4,
109,2015,387036,2,,,,,,,
110,2015,99343,32,27,3,2,1.89,11,4,
111,2015,39679,27,18,1,,1.33,6,2,
112,2015,2514,18,18,1,1,2,5,3,
113,2015,183293,1,,,,,,,
114,2015,251058,5,1,,,3,,,
115,2015,289843,1,,,,,,,
116,2015,44068,38,38,6,7,1.74,15,4,1
117,2015,141660,25,25,4,1,1.8,8,4,
118,2015,203394,21,4,,,1.5,,2,
119,2015,134424,1,1,,,,,,
120,2015,258923,13,11,5,2,2,7,,
121,2015,177847,19,11,1,2,1.55,2,1,
122,2015,3332,28,28,8,6,1.68,4,4,
123,2015,182877,35,34,11,5,1.59,3,2,
124,2015,167850,37,29,2,1,1.69,6,2,
125,2015,50935,32,29,17,3,1.66,11,6,
126,2015,214104,1,1,,,,,,
127,2015,118535,1,1,,,,,,
128,2015,47713,25,22,1,,1.55,2,1,
129,2015,37838,26,24,,,1.5,3,2,
130,2015,24180,26,22,1,,1.41,1,5,
131,2015,121280,17,6,,,1.33,,,
132,2015,177859,2,,,,,,,
133,2015,256178,8,5,,1,1.4,1,3,
134,2015,3202,30,14,1,,2.21,3,1,
135,2015,207917,34,32,1,4,1.56,3,3,
136,2015,175745,13,4,,,1,,1,1
137,2015,85177,34,33,1,,1.48,,6,
138,2015,145922,10,5,,1,2,1,1,
139,2015,128912,17,10,,,1.1,1,1,
140,2015,262545,14,3,,,2.33,1,,
141,2015,119296,30,30,1,,1.53,4,9,
142,2015,41414,30,27,,1,1.41,4,8,
143,2015,258924,4,1,,,1,,,
144,2015,200782,8,7,,,2,,1,
145,2015,242273,3,1,,,,1,,
146,2015,61651,19,17,2,3,1.88,5,1,
147,2015,3333,29,28,5,11,1.68,7,9,1
148,2015,51452,29,19,2,1,1.53,5,,
149,2015,261357,5,3,,,1.33,,,
150,2015,43530,32,30,4,6,1.63,13,2,
151,2015,132214,10,1,,,,,,
152,2015,80444,29,26,8,5,1.62,11,2,1
153,2015,195652,33,27,1,2,1.52,9,,
154,2015,251845,1,1,,,1,,,
155,2015,236510,8,8,,3,1.5,3,,
156,2015,131789,31,31,10,8,1.71,17,1,
157,2015,50201,30,29,9,3,1.48,3,2,
158,2015,47082,18,14,8,1,1.64,5,,
159,2015,134294,9,6,2,,1,2,1,
160,2015,148368,23,16,5,1,1.56,5,,
161,2015,236513,1,,,,,,,
162,2015,42710,38,38,4,2,1.84,1,3,
163,2015,43250,29,29,,,1.72,1,5,
164,2015,175722,37,37,3,2,1.86,5,10,
165,2015,45314,9,4,,,0.5,,,1
166,2015,122675,24,10,,,2.3,1,2,
167,2015,50174,34,24,1,4,2,3,7,
168,2015,192765,33,17,,2,1.59,,3,
169,2015,95424,36,33,1,3,1.76,2,7,
170,2015,95810,34,6,1,1,2.5,,1,
171,2015,255916,31,23,,1,1.17,3,2,
172,2015,341051,1,,,,,,,
173,2015,249126,5,,,,,,,
174,2015,69633,35,35,6,15,1.86,10,2,
175,2015,19368,29,29,3,1,1.97,10,3,
176,2015,245537,11,5,,,1.2,1,1,
177,2015,61834,25,22,1,,1.64,7,3,
178,2015,121279,32,19,1,,2.16,3,3,
179,2015,243589,15,8,,,1.75,,,
180,2015,207929,34,33,10,9,2.03,17,7,
181,2015,200777,9,3,,,0.33,,,
182,2015,91845,31,29,4,1,1.93,13,,
183,2015,59631,31,29,3,2,1.86,5,1,
184,2015,111630,36,34,5,9,1.82,19,9,
185,2015,61842,21,16,4,2,1.31,3,,
186,2015,132098,38,38,25,1,1.84,9,5,
187,2015,186590,33,33,,,1.12,2,3,
188,2015,13520,22,21,,,1.33,2,,
189,2015,348623,2,,,,,,,
190,2015,156934,8,5,,,1.6,1,1,
191,2015,220755,5,4,,,1.5,1,1,
192,2015,13507,23,18,2,2,1.06,,,
193,2015,124983,21,14,,1,1.21,4,,
194,2015,208244,21,15,,1,1.4,4,2,
195,2015,68390,28,28,1,3,1.21,4,4,
196,2015,3614,1,1,,,3,,,
197,2015,258883,1,1,,,3,,,
198,2015,93905,20,12,,,1.17,4,1,
199,2015,3291,33,33,,2,1.3,1,5,1
200,2015,308632,3,1,,,1,,,
201,2015,131978,38,38,8,8,1.24,14,4,
202,2015,45333,29,29,2,2,1.31,6,5,1
203,2015,73484,26,22,2,5,1,6,1,
204,2015,42413,17,7,,1,1.71,1,3,
205,2015,3620,34,9,,,1.56,1,,
206,2015,314210,2,2,,,2,,,
207,2015,4321,9,4,,,0.5,,,
208,2015,33639,33,23,4,2,1.17,4,,1
209,2015,258916,3,2,,,3,1,,
210,2015,21333,1,,,,,,,
211,2015,14221,32,25,5,1,1.24,8,1,
212,2015,12763,31,23,4,2,1,13,3,
213,2015,96341,38,37,18,7,1.24,8,3,
214,2015,209781,26,20,8,7,1.55,8,2,
215,2015,129476,33,26,2,9,1.04,11,2,
216,2015,8552,32,25,5,3,1.32,10,1,
217,2015,238988,1,1,,1,,1,,
218,2015,121260,1,,,,,,,
219,2015,139208,39,39,3,,1.82,,2,
220,2015,121280,17,6,,,1.33,,,
221,2015,33829,37,37,2,1,1.62,3,4,
222,2015,81789,37,20,1,,1.5,2,,
223,2015,91251,30,15,1,1,2,2,1,
224,2015,40611,32,32,1,4,1.78,,6,
225,2015,250478,17,14,,2,1.57,5,1,
226,2015,112988,34,24,,2,1.54,7,3,
227,2015,77760,30,30,1,1,1.57,3,4,2
228,2015,66100,36,29,1,,2,7,7,
229,2015,181579,38,33,2,4,1.67,4,5,
230,2015,28973,34,34,5,3,1.56,14,4,
231,2015,226973,7,1,,,,,,
232,2015,123742,6,3,,1,0.33,,,
233,2015,200512,38,37,11,7,1.62,15,4,1
234,2015,36139,38,34,8,13,1.65,19,2,
235,2015,126737,28,12,,,1.33,,,
236,2015,53360,14,12,,,1.92,3,1,
237,2015,129627,10,7,1,,1.71,2,,
238,2015,29594,45,43,16,9,1.53,4,8,
239,2015,37304,32,28,10,4,1.57,5,2,
240,2015,247647,2,,,,,,,
241,2015,356569,1,,,,,,,
242,2015,37526,26,24,1,2,1.42,1,5,
243,2015,48002,33,28,,,1.75,2,5,
244,2015,61592,32,25,,,1.64,6,3,
245,2015,12691,29,19,,,1.89,1,3,
246,2015,314295,22,7,,,2.29,3,,
247,2015,157907,3,,,,,,,
248,2015,92571,37,37,2,4,1.59,1,1,
249,2015,186269,5,,,,,,,
250,2015,126321,21,20,2,,1.45,2,3,
251,2015,236953,8,4,,,1.25,,3,
252,2015,291171,16,9,,,1.44,,,
253,2015,66934,34,34,5,3,1.62,3,5,
254,2015,27394,19,12,,,1.5,5,1,
255,2015,292734,2,,,,,,,
256,2015,101213,33,24,,1,1.88,4,2,
257,2015,31835,37,37,7,4,1.65,9,8,
258,2015,183286,1,,,,,,,
259,2015,242606,11,1,,,3,,,
260,2015,59866,25,21,1,2,1.38,11,,
261,2015,39883,17,15,2,,2.07,4,2,
262,2015,37647,30,30,9,12,1.8,6,3,
263,2015,135853,28,26,6,2,1.81,13,3,
264,2015,3950,3,2,,,1.5,1,,
265,2015,391470,1,,,,,,,
266,2015,229826,1,,,,,,,
267,2015,15921,28,22,1,1,0.91,10,,
268,2015,234807,1,,,,,,,
269,2015,33478,25,20,,,1.25,12,5,
270,2015,30670,29,28,1,3,0.96,10,6,
271,2015,49499,38,38,11,5,0.97,7,1,
272,2015,46001,37,37,1,8,0.97,6,3,
273,2015,71292,33,31,1,6,1.16,8,8,
274,2015,256773,1,,,,,,,
275,2015,45509,30,18,,1,0.72,3,,
276,2015,51540,28,22,2,,1.36,5,3,1
277,2015,39909,2,,,,,,,
278,2015,23825,18,8,,,1.25,2,,
279,2015,258188,16,10,1,1,0.7,1,1,
280,2015,184892,35,29,2,,0.86,9,1,
281,2015,61842,21,16,4,2,1.31,3,,
282,2015,43261,9,5,,1,0.6,2,1,
283,2015,246968,38,34,6,2,0.97,12,4,
284,2015,51152,36,34,9,4,1,8,4,
285,2015,75287,19,16,5,5,1.56,5,,
286,2015,33952,38,34,8,,1.26,12,2,
287,2015,61637,8,3,,,,1,,
288,2015,251664,5,2,,,1,,,
289,2015,2998,35,35,3,,2.11,,8,
290,2015,214056,27,20,,,2.3,1,,
291,2015,50477,11,4,,,2.5,,1,
292,2015,10003,38,38,2,,2.13,,3,
293,2015,16947,23,4,,,1.75,,2,
294,2015,6636,34,32,,4,2.25,1,4,
295,2015,316125,9,,,,,,,
296,2015,37442,33,30,,,2.2,3,3,1
297,2015,55687,18,12,1,,1.58,3,1,
298,2015,19041,25,5,,,1.8,3,,
299,2015,73491,35,35,3,8,2.14,6,3,1
300,2015,56872,36,25,2,2,2.08,1,2,
301,2015,33065,2,,,,,,,
302,2015,61560,38,38,2,7,2.13,22,4,
303,2015,157506,25,24,1,3,2.13,5,4,
304,2015,292417,18,12,,1,2.08,1,,
305,2015,261738,2,1,,,1,,,
306,2015,171424,38,37,17,10,2.11,24,1,
307,2015,37011,23,13,1,1,2.46,,1,
308,2015,197838,36,36,24,8,2.14,7,5,1
309,2015,79642,38,36,5,2,2.14,25,1,
310,2015,54890,36,29,6,3,2.17,5,,
311,2015,46580,25,17,5,4,1.24,3,,1
312,2015,45861,20,20,,,1.25,1,2,1
313,2015,53173,37,31,,,1.52,1,2,
314,2015,43763,35,35,,1,1.37,3,10,
315,2015,74228,23,15,,,0.87,1,2,
316,2015,30456,18,4,,,0.25,,,
317,2015,31642,30,30,,,1.43,5,,
318,2015,107617,6,1,,,3,,,
319,2015,3881,25,25,,3,1.44,2,1,
320,2015,15773,15,11,,2,1.27,1,1,
321,2015,130756,27,24,2,1,1.83,4,6,
322,2015,12124,37,37,,1,1.38,8,6,
323,2015,147034,34,30,8,1,2.03,5,2,
324,2015,28990,29,22,1,1,1.23,7,6,
325,2015,13427,3,1,,,,,,
326,2015,86792,29,27,3,6,1.3,18,3,
327,2015,15760,32,31,2,3,1.48,10,3,
328,2015,34838,24,13,,1,1.08,,2,
329,2015,335541,1,,,,,,,
330,2015,242280,2,,,,,,,
331,2015,3306,29,27,5,3,1.56,4,1,
332,2015,12516,8,5,,,0.8,,,
333,2015,44675,35,27,7,1,1.44,17,2,
334,2015,41384,34,34,11,6,1.41,14,2,
335,2015,62049,34,26,5,1,1.42,5,3,
336,2015,81999,34,22,4,2,1.45,4,,
337,2015,4072,33,11,,1,0.82,,,
338,2015,85475,37,32,1,1,1.22,,3,
339,2015,67355,36,36,2,1,1.19,,8,
340,2015,77932,32,23,,2,0.96,9,,
341,2015,14066,33,28,2,1,1.39,17,3,
342,2015,189070,28,22,1,2,1.09,4,,
343,2015,374889,21,5,,1,1,1,,
344,2015,37011,23,13,1,1,2.46,,1,
345,2015,22388,36,33,6,,1.12,8,,
346,2015,68306,33,31,11,1,1.16,11,3,
347,2015,84481,28,26,6,4,1.65,4,1,
348,2015,37787,11,2,,,0.5,1,,
349,2015,37337,35,24,1,,1.33,5,5,
350,2015,177476,27,24,1,,1.38,1,4,
351,2015,37981,33,21,2,,0.86,,5,
352,2015,59606,36,35,1,,1.2,1,3,
353,2015,76799,29,24,,,1.29,3,6,
354,2015,86793,2,,,,,,,
355,2015,183161,2,,,,,,,
356,2015,41112,21,11,1,,0.45,1,2,
357,2015,35583,1,,,,,,,
358,2015,58576,33,30,6,15,1.97,6,7,
359,2015,111508,38,32,,1,1.22,9,8,
360,2015,100507,26,17,,1,1.41,4,1,
361,2015,63494,33,33,,1,1.24,8,7,
362,2015,21905,26,21,,1,1.33,6,3,
363,2015,9966,36,32,2,,1.22,20,4,
364,2015,14081,38,35,1,2,1.26,3,5,
365,2015,74768,29,18,,2,1.56,2,2,
366,2015,107427,37,28,,1,1.14,5,,
367,2015,3668,2,,,,,,,
368,2015,28261,30,28,,2,1.14,21,3,
369,2015,129554,16,9,,2,1.11,,2,
370,2015,23197,33,19,1,1,1.11,7,4,
371,2015,55619,29,25,,1,1.16,10,7,1
372,2015,92141,20,13,,1,1.38,4,2,1
373,2015,44948,1,,,,,,,
374,2015,62121,37,37,16,5,1.22,8,4,
375,2015,65477,38,38,13,8,1.18,3,6,
376,2015,314959,13,8,1,,1.25,4,,
377,2015,101500,3,,,,,,,
378,2015,62688,36,35,5,1,1.2,,7,
379,2015,38145,16,3,,,,1,,
380,2015,36861,34,32,2,3,1.09,,2,
381,2015,25553,13,7,,,1,,2,
382,2015,125868,34,34,,1,1.18,1,6,
383,2015,92572,31,30,2,1,1.1,1,4,
384,2015,78959,36,13,,,0.85,,3,
385,2015,28336,30,27,,,0.78,2,6,
386,2015,261367,1,,,,,,,
387,2015,29434,33,33,5,1,1.15,15,7,
388,2015,41416,28,28,2,2,1.21,10,5,
389,2015,47995,33,31,2,3,1.29,10,3,
390,2015,57207,28,20,,,1.15,4,,
391,2015,34409,27,19,1,,1.32,7,1,
392,2015,244290,3,,,,,,,
393,2015,432293,1,,,,,,,
394,2015,244125,3,1,,,1,,,
395,2015,170322,1,1,,,,,,
396,2015,75471,26,26,5,4,1.38,4,2,
397,2015,145988,34,34,2,5,1.12,12,5,
398,2015,46791,23,20,2,1,1.1,8,1,
399,2015,244130,2,1,,,,,,
400,2015,81801,25,13,1,,0.85,4,,
401,2015,95435,21,21,5,3,1.33,10,1,
402,2015,183334,23,13,,,0.62,2,,
403,2015,45693,26,21,3,,1.33,7,2,
404,2015,42411,23,11,,,0.82,4,1,
405,2015,196522,19,16,3,,1.19,5,1,1
406,2015,8883,13,12,1,1,0.33,5,1,
407,2015,19085,16,10,,,0.9,1,1,
408,2015,129085,18,12,,,0.92,,1,
409,2015,98240,31,18,1,,0.67,,6,
410,2015,177859,2,,,,,,,
411,2015,62638,3,,,,,,,
412,2015,4241,38,32,2,,0.47,2,2,
413,2015,57515,20,20,,,0.5,1,5,
414,2015,37397,16,10,,,0.7,3,4,
415,2015,265132,5,4,,1,0.25,,,
416,2015,319817,1,,,,,,,
417,2015,241229,12,10,,2,0.5,,2,
418,2015,164771,32,25,,5,0.6,8,4,
419,2015,51226,26,20,,,0.45,7,3,
420,2015,91317,35,32,2,2,0.5,3,6,
421,2015,251289,18,4,,,,2,,
422,2015,126665,35,35,,1,0.49,5,10,
423,2015,126014,38,31,1,,0.55,5,8,
424,2015,127987,34,23,2,1,0.48,12,3,
425,2015,3876,3,,,,,,,
426,2015,203460,25,16,1,,,5,1,
427,2015,31552,37,27,2,,0.33,10,,
428,2015,309841,3,2,,,,,,
429,2015,204103,14,10,,2,0.1,1,1,
430,2015,108354,34,30,7,,0.43,7,6,
431,2015,39908,34,32,5,2,0.31,3,2,
432,2015,37148,15,15,1,2,0.47,7,,
433,2015,63824,6,4,,,1.25,1,,
434,2015,314237,2,1,,,1,,,
435,2015,412660,2,,,,,,,
436,2015,65255,28,18,2,,1.06,2,4,
437,2015,67303,33,30,3,,0.9,,4,
438,2015,33951,35,32,1,,0.84,1,4,
439,2015,67252,32,22,,,0.95,2,7,
440,2015,38073,33,24,1,2,1.08,2,2,
441,2015,128912,17,10,,,1.1,1,1,
442,2015,82281,28,23,,2,1.78,1,1,
443,2015,12704,19,8,1,,0.75,,1,1
444,2015,12384,23,23,2,,0.96,3,10,
445,2015,45272,22,7,,,0.86,4,1,
446,2015,49327,4,4,,,1,,,
447,2015,38388,15,10,,2,1.3,3,2,
448,2015,45395,36,36,3,4,0.86,5,7,
449,2015,36608,33,21,,1,0.86,7,2,
450,2015,87789,1,,,,,,,
451,2015,128229,36,36,3,2,0.92,6,3,
452,2015,24589,36,30,4,9,1,20,1,
453,2015,15921,28,22,1,1,0.91,10,,
454,2015,129078,36,35,6,2,0.8,6,,
455,2015,12763,31,23,4,2,1,13,3,
456,2015,44624,32,29,7,1,0.93,5,,
457,2015,183334,23,13,,,0.62,2,,
458,2015,35413,26,21,1,,1.05,5,2,
459,2015,42513,4,2,,,,,,
460,2015,35855,38,34,3,2,0.82,13,2,
461,2015,41355,27,16,1,2,0.81,3,2,
462,2015,36884,6,1,,,,,,
463,2015,42412,30,30,1,1,1.07,3,4,
464,2015,73482,37,13,,,0.92,2,4,
465,2015,121477,38,38,4,,1.13,1,3,
466,2015,4241,38,32,2,,0.47,2,2,
467,2015,25248,36,28,1,1,1.18,6,5,
468,2015,40567,34,34,1,,1.09,,4,
469,2015,17804,5,1,,1,3,,,
470,2015,121686,6,1,,,3,,1,
471,2015,74590,15,12,,,1.17,3,,
472,2015,45330,35,34,,1,1.21,8,9,
473,2015,387331,2,1,,,1,,,
474,2015,27614,19,18,3,3,1.11,7,3,
475,2015,36814,22,22,,3,1.32,4,7,
476,2015,37171,38,34,3,3,1.15,11,5,
477,2015,3547,38,38,1,3,1.13,2,3,
478,2015,85935,35,35,2,4,1.06,8,7,
479,2015,200777,9,3,,,0.33,,,
480,2015,37157,27,25,2,2,1.24,12,1,
481,2015,61711,26,12,,2,0.75,2,2,
482,2015,159471,6,1,,,,,,
483,2015,314266,8,5,,1,0.6,2,,
484,2015,128897,35,31,4,,1.13,10,,
485,2015,80197,37,35,9,3,1.14,15,1,
486,2015,64308,28,23,10,6,2.78,5,2,
487,2015,49655,33,19,1,1,1.32,3,2,
488,2015,39532,30,10,,,1,2,,
489,2015,296986,5,1,,,1,,1,
490,2015,57420,34,33,2,1,1.24,1,3,1
491,2015,27114,24,23,,1,1.09,1,3,1
492,2015,102427,34,29,,2,1.59,3,7,
493,2015,49734,22,15,,,1.27,10,,
494,2015,3405,15,6,,,1.17,,1,
495,2015,52119,37,33,5,3,1.03,,2,
496,2015,257968,1,1,,,1,,,
497,2015,108878,6,1,,,,,,
498,2015,36866,35,24,1,,0.75,2,8,
499,2015,255916,31,23,,1,1.17,3,2,
500,2015,57079,29,22,1,,0.64,1,5,
501,2015,37363,32,31,,,1.19,11,8,
502,2015,40612,3,,,,,,,
503,2015,258653,1,,,,,,,
504,2015,39010,11,6,,,0.17,4,,
505,2015,31720,24,18,,1,1.39,5,2,
506,2015,84835,31,28,7,,1.14,10,7,
507,2015,36500,25,13,,2,0.85,7,1,
508,2015,218140,2,1,,,1,,,
509,2015,320213,1,1,,,1,1,,
510,2015,96754,29,26,5,2,1,11,6,
511,2015,38497,26,20,3,3,0.85,7,3,1
512,2015,248045,26,23,3,1,1.17,3,,
513,2015,31579,20,19,2,5,0.74,3,3,
514,2015,307781,1,,,,,,,
515,2015,103565,36,34,7,8,1.41,17,10,
516,2015,3875,37,33,15,1,1.12,5,3,
517,2015,35099,34,28,6,3,0.89,13,1,
518,2015,29152,16,10,,,1.1,4,,
519,2015,218144,1,,,,,,,
520,2015,253677,4,1,,,1,1,,
521,2015,90836,37,36,4,1,1.17,1,5,
522,2015,37152,17,12,1,,0.67,,1,
523,2015,3356,31,12,,,1.08,,,
524,2015,293450,7,,,,,,,
525,2015,435765,1,,,,,,,
526,2015,61819,37,37,3,5,1.14,1,2,
527,2015,90964,8,,,,,,,
528,2015,197743,18,6,,,1.33,,,
529,2015,13573,38,38,,4,1.11,,5,
530,2015,61841,32,31,2,,1.23,2,5,
531,2015,391132,1,,,,,,,
532,2015,44983,37,34,3,2,1.18,7,6,
533,2015,29975,38,38,,3,1.11,,4,
534,2015,55742,21,21,1,,1.19,13,7,
535,2015,10375,14,3,,,1.33,,,
536,2015,92469,37,37,4,6,1.05,9,5,
537,2015,81455,27,14,1,,1.36,3,1,
538,2015,28140,14,14,1,4,1.29,11,1,
539,2015,87672,24,21,3,2,0.9,9,1,
540,2015,186997,15,12,2,,1.58,1,,
541,2015,36939,32,26,3,3,1.15,10,1,
542,2015,104586,10,6,,,0.67,2,1,
543,2015,110858,15,15,4,,1.2,10,,
544,2015,123682,13,13,5,,0.85,4,,
545,2015,45693,26,21,3,,1.33,7,2,
546,2015,35413,26,21,1,,1.05,5,2,
547,2015,91059,31,31,6,3,0.97,18,1,
548,2015,198495,8,3,,,1.33,,,
549,2015,57410,17,7,,,1,,,
550,2016,46741,37,36,1,,2.39,3,7,
551,2016,196948,31,31,2,,1.42,1,1,
552,2016,27511,38,37,6,,2.43,1,5,
553,2016,157509,22,9,,1,2.67,2,,
554,2016,177476,28,12,3,1,1.67,,1,
555,2016,157490,29,22,1,,1,2,4,
556,2016,131708,26,26,1,,1.27,2,8,
557,2016,245893,29,23,,2,1.57,1,3,
558,2016,3160,22,9,1,,2.78,1,1,
559,2016,112515,36,33,6,3,2.52,2,2,
560,2016,224884,16,13,,2,1.08,,2,
561,2016,57500,38,38,1,5,2.45,,4,
562,2016,7449,35,25,1,,2.08,3,2,
563,2016,203853,25,12,,4,2.17,3,,
564,2016,15956,33,24,,2,1.88,6,2,
565,2016,20007,32,20,1,1,2,3,2,
566,2016,26764,24,17,,1,2.41,1,2,
567,2016,251876,2,,,,,,,
568,2016,26267,32,32,2,1,2.13,,4,
569,2016,51174,30,15,,,2.47,1,3,
570,2016,53622,10,10,3,1,1.5,7,,
571,2016,50362,13,7,1,,2.29,,1,
572,2016,13091,26,25,5,,2.12,8,4,
573,2016,261504,14,4,,,2,1,,
574,2016,88755,37,36,6,19,2.08,11,4,
575,2016,35518,35,34,4,8,2.06,11,6,
576,2016,18935,24,24,2,3,2.04,6,7,
577,2016,134425,35,33,7,10,2.12,13,7,
578,2016,70934,26,19,4,2,2.26,7,3,
579,2016,192565,31,26,5,5,2.04,12,4,
580,2016,26399,31,31,20,4,1.94,8,4,
581,2016,363205,10,10,7,4,2.4,3,2,
582,2016,81808,18,10,2,,1.2,7,1,
583,2016,295330,28,20,4,3,1.85,4,,
584,2016,42710,30,30,1,,2.37,3,1,
585,2016,175722,37,36,2,,2.31,3,6,
586,2016,45314,38,37,2,1,2.27,3,3,
587,2016,122675,27,5,,,1.6,1,3,
588,2016,341049,16,,,,,,,
589,2016,307763,25,20,2,,1.7,4,2,
590,2016,50174,18,18,2,3,2.06,3,8,
591,2016,192765,34,23,1,3,2.57,1,1,
592,2016,95424,35,33,,5,2.15,5,8,
593,2016,95810,29,12,,5,2.58,2,1,
594,2016,77760,36,36,4,1,2.22,5,10,
595,2016,249126,27,21,1,1,2.19,1,1,
596,2016,186383,4,2,,1,1.5,,,
597,2016,69633,38,36,8,16,2.22,10,,
598,2016,46001,31,25,,3,2.44,7,3,
599,2016,245537,32,32,5,4,1.25,9,12,
600,2016,19368,31,30,1,2,2.2,16,5,
601,2016,61834,20,16,1,,0.5,7,4,
602,2016,121279,18,18,1,2,1.61,4,1,
603,2016,243589,15,5,,,2.6,,,
604,2016,207929,37,37,18,9,2.3,13,4,
605,2016,91845,36,34,14,8,2.29,15,2,
606,2016,387313,1,,,,,,,
607,2016,111630,9,9,1,1,2.11,2,1,
608,2016,132098,30,30,29,7,2.27,16,3,
609,2016,207015,31,27,2,2,2.15,4,,
610,2016,88590,28,27,2,2,1.96,1,11,
611,2016,76277,33,33,2,1,2,2,4,
612,2016,215118,29,25,2,1,0.76,,4,
613,2016,149498,32,19,,,1.84,2,6,
