,player_id,Current_club_ID,Name,Main_position,Season_year,Market_Value,Date_of_birth,Age,Height,Foot,Ajent
3,16810,631,Marco Amelia,Goalkeeper,2015,250000.0,2-Apr-82,33.0,"1,90",right,
19,30739,631,Mikel John Obi,Defensive Midfield,2015,10000000.0,22-Apr-87,28.0,"1,88",right,
21,54170,631,Ramires,Central Midfield,2015,15000000.0,24-Mar-87,28.0,"1,79",right,
23,236496,631,Charlie Colkett,Central Midfield,2015,,4-Sep-96,18.0,"1,76",left,GS Magna 
42,3120,281,Richard Wright,Goalkeeper,2015,250000.0,5-Nov-77,37.0,"1,90",right,CAA Stellar 
57,210202,281,James Horsfield,,2015,,30-Nov-95,19.0,"1,78",right,SME 83 
60,181498,281,George Evans,Defensive Midfield,2015,500000.0,13-Dec-94,20.0,"1,84",right,Wasserman 
62,201570,281,George Glendon,Defensive Midfield,2015,,3-May-95,20.0,"1,77",right,
72,214927,281,Brandon Barker,Left Winger,2015,,4-Oct-96,18.0,"1,80",right,
77,272624,281,David Faupala,Centre-Forward,2015,,11-Feb-97,18.0,"1,85",right,
97,242632,11,Glen Kamara,Defensive Midfield,2015,,28-Oct-95,19.0,"1,83",right,StormSportsX 
103,7451,11,Mikel Arteta,Central Midfield,2015,2000000.0,26-Mar-82,33.0,"1,77",right,
106,132,11,Tomas Rosicky,Attacking Midfield,2015,1000000.0,4-Oct-80,34.0,"1,79",both,Int. Sport ... 
113,121990,11,Wellington Silva,Right Winger,2015,2000000.0,6-Jan-93,22.0,"1,70",right,Velop4 Sports Ltd. 
129,314388,985,Ro-Shaun Williams,Centre-Back,2015,,3-Sep-98,16.0,"1,84",right,
134,134414,985,Tyler Blackett,Left-Back,2015,1000000.0,2-Apr-94,21.0,"1,83",left,CAA Base Ltd 
140,340194,985,Regan Poole,Right-Back,2015,,18-Jun-98,17.0,"1,80",right,Elite Management ... 
144,387036,985,Joe Riley,Defensive Midfield,2015,,6-Dec-96,18.0,"1,76",right,Extra Time Sports ... 
148,183293,985,Joe Rothwell,Central Midfield,2015,100000.0,11-Jan-95,20.0,"1,85",right,
150,289843,985,Sean Goss,Central Midfield,2015,,1-Oct-95,19.0,"1,79",left,
154,134424,985,Nick Powell,Attacking Midfield,2015,1500000.0,23-Mar-94,21.0,"1,83",both,SEM Group plc. 
166,243591,31,Lawrence Vigouroux,Goalkeeper,2015,100000.0,19-Nov-93,21.0,"1,94",right,Refuel Performance ... 
167,193861,31,Ryan Fulton,Goalkeeper,2015,,"May 23, 1996 Happy Birthday",19.0,"1,91",right,
174,3202,31,Kolo Touré,Centre-Back,2015,2000000.0,19-Mar-81,34.0,"1,78",right,
175,264193,31,Dan Cleary,Centre-Back,2015,,9-Mar-96,19.0,"1,82",right,YMU Group 
178,35571,31,José Enrique,Left-Back,2015,1500000.0,23-Jan-86,29.0,"1,84",left,Football Management ... 
180,263556,31,Joe Maguire,Left-Back,2015,,18-Jan-96,19.0,"1,79",left,
187,258924,31,Jordan Rossiter,Defensive Midfield,2015,750000.0,24-Mar-97,18.0,"1,78",right,Wasserman 
193,261357,31,Cameron Brannagan,Central Midfield,2015,,9-May-96,19.0,"1,80",right,New Era Global ... 
195,132214,31,João Carlos Teixeira,Attacking Midfield,2015,1000000.0,18-Jan-93,22.0,"1,77",right,Universal Twenty Two 
229,283655,148,Grant Ward,Right Midfield,2015,350000.0,5-Dec-94,20.0,"1,78",right,Unique Sports Group 
239,4267,29,Tim Howard,Goalkeeper,2015,2000000.0,6-Mar-79,36.0,"1,91",right,Wasserman 
240,242089,29,Jindrich Stanek,Goalkeeper,2015,100000.0,27-Apr-96,19.0,"1,92",right,SPORT INVEST 
252,3614,29,Tony Hibbert,Right-Back,2015,500000.0,20-Feb-81,34.0,"1,73",right,
253,52432,29,Felipe Mattioni,Right-Back,2015,500000.0,15-Oct-88,26.0,"1,77",right,
257,308632,29,Callum Connolly,Defensive Midfield,2015,,23-Sep-97,17.0,"1,83",right,Wasserman 
262,3620,29,Leon Osman,Central Midfield,2015,1000000.0,17-May-81,34.0,"1,73",right,CAA Stellar 
263,218355,29,Conor Grant,Central Midfield,2015,,18-Apr-95,20.0,"1,76",left,Wasserman 
280,13640,180,Kelvin Davis,Goalkeeper,2015,250000.0,29-Sep-76,38.0,"1,85",right,
282,121280,180,Steven Caulker,Centre-Back,2015,7500000.0,29-Dec-91,23.0,"1,91",right,Relatives 
288,226978,180,Jordan Turnbull,Centre-Back,2015,250000.0,30-Oct-94,20.0,"1,85",left,Unique Sports Group 
293,227185,180,Jason McCarthy,Right-Back,2015,,7-Nov-95,19.0,"1,86",right,Unique Sports Group 
310,247647,180,Ryan Seager,Centre-Forward,2015,,5-Feb-96,19.0,"1,76",right,ELITE SPORTS KSE LTD 
315,258023,379,Sam Howes,Goalkeeper,2015,,10-Nov-97,17.0,"1,90",right,
323,183281,379,Leo Chambers,Centre-Back,2015,250000.0,5-Aug-95,19.0,"1,86",right,
327,242646,379,Nathan Mavila,Left-Back,2015,,15-Oct-95,19.0,"1,75",left,no agent 
331,34672,379,Joey O'Brien,Right-Back,2015,1500000.0,17-Feb-86,29.0,"1,80",right,
333,291171,379,Kyle Knoyle,Right-Back,2015,,24-Sep-96,18.0,"1,73",right,Refuel Performance ... 
336,27394,379,Alex Song,Defensive Midfield,2015,10000000.0,9-Sep-87,27.0,"1,85",right,Darren Dein 
337,242648,379,Amos Nasha,Defensive Midfield,2015,,4-Sep-95,19.0,,,
338,292734,379,George Dobson,Defensive Midfield,2015,,15-Nov-97,17.0,"1,85",right,OmniSports 
341,183286,379,Diego Poyet,Central Midfield,2015,750000.0,8-Apr-95,20.0,"1,80",right,Falsenine 
347,3950,379,Kevin Nolan,Attacking Midfield,2015,2000000.0,24-Jun-82,33.0,"1,83",right,
349,229826,379,Elliot Lee,Attacking Midfield,2015,,16-Dec-94,20.0,"1,80",right,FullNinety 
352,345961,379,Djair Parfitt-Williams,Left Winger,2015,,1-Oct-96,18.0,"1,72",right,
359,46831,379,Modibo Maïga,Centre-Forward,2015,2000000.0,3-Sep-87,27.0,"1,85",left,BESTWAY SOCCER ... 
360,25742,379,Nikica Jelavic,Centre-Forward,2015,1200000.0,27-Aug-85,29.0,"1,88",both,Pharos Sport Agency 
361,242603,379,Jordan Brown,Centre-Forward,2015,,10-Nov-96,18.0,"1,85",right,
369,6150,762,Fabricio Coloccini,Centre-Back,2015,2000000.0,22-Jan-82,33.0,"1,84",right,Marcelo Lombilla 
370,10642,762,Mike Williamson,Centre-Back,2015,1500000.0,8-Nov-83,31.0,"1,94",right,
371,17273,762,Steven Taylor,Centre-Back,2015,1500000.0,23-Jan-86,29.0,"1,86",right,Sezer Bravo 
378,312533,762,Callum Williams,Right-Back,2015,,4-Feb-97,18.0,"1,80",right,
380,33478,762,Cheik Tioté,Defensive Midfield,2015,6000000.0,21-Jun-86,29.0,"1,80",right,
381,30670,762,Vurnon Anita,Defensive Midfield,2015,4000000.0,4-Apr-89,26.0,"1,69",right,Relatives 
385,158697,762,Gaël Bigirimana,Central Midfield,2015,750000.0,22-Oct-93,21.0,"1,75",right,no agent 
387,45509,762,Siem de Jong,Attacking Midfield,2015,7000000.0,28-Jan-89,26.0,"1,85",right,Forza Sports Group 
390,92381,762,Sammy Ameobi,Left Winger,2015,5000000.0,1-May-92,23.0,"1,90",left,Wasserman 
391,23825,762,Yoan Gouffran,Left Winger,2015,4000000.0,25-May-86,29.0,"1,75",right,Relatives 
395,43261,762,Gabriel Obertan,Right Winger,2015,1000000.0,26-Feb-89,26.0,"1,86",right,JL Sport Consulting 
397,76560,762,Haris Vuckic,Second Striker,2015,750000.0,21-Aug-92,22.0,"1,86",left,Dejan Vukadinovic ... 
400,33952,762,Papiss Cissé,Centre-Forward,2015,7500000.0,3-Jun-85,30.0,"1,80",right,Lionstep Consulting 
406,3357,1003,Mark Schwarzer,Goalkeeper,2015,500000.0,6-Oct-72,42.0,,,
407,257293,1003,Jonny Maddison,Goalkeeper,2015,,4-Sep-94,20.0,"1,83",,
412,128906,1003,Liam Moore,Centre-Back,2015,2000000.0,31-Jan-93,22.0,"1,85",right,Unique Sports Group 
416,3296,1003,Paul Konchesky,Left-Back,2015,500000.0,15-May-81,34.0,"1,78",left,CAA Base Ltd 
418,55687,1003,Ritchie De Laet,Right-Back,2015,2500000.0,28-Nov-88,26.0,"1,84",right,YMU Group 
420,19041,1003,Gökhan Inler,Defensive Midfield,2015,6000000.0,27-Jun-84,31.0,"1,83",both,no agent 
424,33065,1003,Dean Hammond,Central Midfield,2015,500000.0,7-Mar-83,32.0,"1,82",right,
429,261738,1003,Joseph Dodoo,Left Winger,2015,,29-Jun-95,20.0,"1,86",right,Forum Sports 
430,383152,1003,André Olukanmi,Left Winger,2015,,1-Dec-97,17.0,,,
433,224673,1003,Harry Panayiotou,Second Striker,2015,,28-Oct-94,20.0,"1,78",right,Forum Sports 
438,251914,1003,Jacob Blyth,Centre-Forward,2015,100000.0,14-Aug-92,22.0,"1,91",right,
449,107617,512,Dionatan Teixeira,Centre-Back,2015,500000.0,24-Jul-92,22.0,"1,93",left,
460,335541,512,Oliver Shenton,Attacking Midfield,2015,,6-Nov-97,17.0,"1,75",left,
461,242280,512,Mohamed El Ouriachi,Left Winger,2015,250000.0,13-Jan-96,19.0,"1,80",left,Global Sports ... 
463,12516,512,Peter Odemwingie,Right Winger,2015,1500000.0,15-Jul-81,33.0,"1,81",right,
469,242417,512,George Waring,Centre-Forward,2015,,2-Dec-94,20.0,"1,96",right,
473,242681,2288,Josh Vickers,Goalkeeper,2015,,1-Dec-95,19.0,"1,93",,
484,130216,2288,Daniel Alfei,Right-Back,2015,,23-Feb-92,23.0,"1,80",right,
486,197910,2288,Liam Shephard,Right-Back,2015,,22-Nov-94,20.0,"1,78",right,CAA Base Ltd 
510,223790,1010,Luke Simpson,Goalkeeper,2015,,23-Sep-94,20.0,"1,90",left,KCD 
517,162395,1010,Essaïd Belkalem,Centre-Back,2015,1500000.0,1-Jan-89,26.0,"1,90",left,HNG Talent ltd 
518,69912,1010,Joel Ekstrand,Centre-Back,2015,1000000.0,4-Feb-89,26.0,"1,88",right,MD Management 
521,35583,1010,Daniel Pudil,Left-Back,2015,1500000.0,27-Sep-85,29.0,"1,84",left,CHOVANECSPORT 
527,9966,1010,Almen Abdi,Central Midfield,2015,3500000.0,21-Oct-86,28.0,"1,81",right,
530,148907,1010,Sean Murray,Central Midfield,2015,750000.0,11-Oct-93,21.0,"1,76",right,
531,177771,1010,Connor Smith,Central Midfield,2015,250000.0,18-Feb-93,22.0,"1,81",right,
533,3668,1010,Lloyd Dyer,Left Midfield,2015,500000.0,13-Sep-82,32.0,"1,73",left,
544,245765,1010,Uche Ikpeazu,Centre-Forward,2015,250000.0,28-Feb-95,20.0,"1,90",right,Diamond Sports ... 
551,25553,873,Brede Hangeland,Centre-Back,2015,1000000.0,20-Jun-81,34.0,"1,99",right,Rune Hauge 
552,29974,873,Patrick McCarthy,Centre-Back,2015,500000.0,31-May-83,32.0,"1,85",right,
556,245334,873,Jerome Binnom-Williams,Left-Back,2015,100000.0,7-Mar-95,20.0,"1,87",left,
560,261367,873,Connor Dymond,Defensive Midfield,2015,,12-Sep-94,20.0,,right,
566,244290,873,Jake Gray,Central Midfield,2015,,25-Dec-95,19.0,"1,80",,
580,8883,873,Emmanuel Adebayor,Centre-Forward,2015,2500000.0,26-Feb-84,31.0,"1,92",right,
581,19085,873,Marouane Chamakh,Centre-Forward,2015,2000000.0,10-Jan-84,31.0,"1,88",right,
584,49319,405,Mark Bunn,Goalkeeper,2015,750000.0,16-Nov-84,30.0,"1,83",right,
586,111426,405,Benjamin Siegrist,Goalkeeper,2015,250000.0,31-Jan-92,23.0,"1,96",right,FA Sport 
587,210662,405,Bradley Watkins,Goalkeeper,2015,,11-Sep-94,20.0,"1,88",right,
588,129085,405,Jores Okore,Centre-Back,2015,5000000.0,11-Aug-92,22.0,"1,83",right,
591,62638,405,Nathan Baker,Centre-Back,2015,2500000.0,23-Apr-91,24.0,"1,89",left,
593,57515,405,Aly Cissokho,Centre-Back,2015,2000000.0,15-Sep-87,27.0,"1,87",left,Pro24sportsmanagemen... 
595,197791,405,Janoi Donacien,Centre-Back,2015,250000.0,3-Nov-93,21.0,"1,83",right,Fifty Fifty Sports  
596,265132,405,Kevin Toner,Centre-Back,2015,,18-Jul-96,18.0,"1,80",left,FFP 
597,282820,405,Easah Suliman,Centre-Back,2015,,26-Jan-98,17.0,"1,88",right,
598,319817,405,Niall Mason,Centre-Back,2015,,10-Jan-97,18.0,"1,80",right,Momentum Sports ... 
601,3548,405,Kieran Richardson,Left-Back,2015,1500000.0,21-Oct-84,30.0,"1,77",left,
602,32617,405,Micah Richards,Right-Back,2015,5000000.0,24-Jun-88,27.0,"1,80",right,SEM Group plc. 
603,9619,405,Alan Hutton,Right-Back,2015,2000000.0,30-Nov-84,30.0,"1,85",right,Soccermanagement GB 
607,251289,405,Jordan Lyden,Defensive Midfield,2015,,30-Jan-96,19.0,"1,83",right,
610,110861,405,Gary Gardner,Central Midfield,2015,2000000.0,29-Jun-92,23.0,"1,86",right,
611,243690,405,Jerell Sellars,Left Midfield,2015,,11-Dec-95,19.0,"1,73",left,
613,3876,405,Joe Cole,Attacking Midfield,2015,500000.0,8-Nov-81,33.0,"1,76",right,Skillequal Ltd. 
615,31552,405,Scott Sinclair,Left Winger,2015,3500000.0,25-Mar-89,26.0,"1,77",right,CAA Stellar 
618,22165,405,Charles N'Zogbia,Right Winger,2015,1000000.0,28-May-86,29.0,"1,71",left,MLSports Management 
619,282821,405,Corey Blackett-Taylor,Right Winger,2015,,23-Sep-97,17.0,"1,80",right,CAA Base Ltd 
622,37148,405,Gabriel Agbonlahor,Centre-Forward,2015,3000000.0,13-Oct-86,28.0,"1,83",right,Pro24sportsmanagemen... 
623,63824,405,Libor Kozak,Centre-Forward,2015,2000000.0,30-May-89,26.0,"1,93",right,Sergio Berti 
628,74088,1123,Declan Rudd,Goalkeeper,2015,2000000.0,16-Jan-91,24.0,"1,91",right,World in Motion 
629,121388,1123,Jake Kean,Goalkeeper,2015,750000.0,4-Feb-91,24.0,"1,93",,
632,67303,1123,Russell Martin,Centre-Back,2015,3000000.0,4-Jan-86,29.0,"1,83",right,SMI Sports ... 
633,33951,1123,Sébastien Bassong,Centre-Back,2015,3000000.0,9-Jul-86,28.0,"1,87",left,
634,12127,1123,Michael Turner,Centre-Back,2015,2000000.0,9-Nov-83,31.0,"1,93",right,
637,198516,1123,Harry Toffolo,Left-Back,2015,250000.0,19-Aug-95,19.0,"1,83",left,Wasserman 
639,82281,1123,Ivo Pinto,Right-Back,2015,4000000.0,7-Jan-90,25.0,"1,82",right,Onsoccer 
640,12704,1123,Steven Whittaker,Right-Back,2015,1500000.0,16-Jun-84,31.0,"1,85",right,PMPR Excellence 
642,45272,1123,Youssouf Mulumbu,Defensive Midfield,2015,3000000.0,25-Jan-87,28.0,"1,77",right,Relatives 
643,49327,1123,Bradley Johnson,Central Midfield,2015,6000000.0,28-Apr-87,28.0,"1,83",left,Wasserman 
644,38388,1123,Vadis Odjidja-Ofoe,Central Midfield,2015,4500000.0,21-Feb-89,26.0,"1,85",right,B Managed 
645,45395,1123,Jonathan Howson,Central Midfield,2015,4000000.0,21-May-88,27.0,"1,80",right,CAA Stellar 
646,36608,1123,Graham Dorrans,Central Midfield,2015,3500000.0,5-May-87,28.0,"1,77",right,StormSportsX 
647,3995,1123,Gary O'Neil,Central Midfield,2015,1000000.0,18-May-83,32.0,"1,74",right,CMG Sports 
648,87789,1123,Tony Andreu,Central Midfield,2015,500000.0,22-May-88,27.0,"1,78",both,no agent 
650,203127,1123,Conor McGrandles,Central Midfield,2015,250000.0,24-Sep-95,19.0,"1,83",right,JM Sports 
651,43193,1123,Elliott Bennett,Right Midfield,2015,1000000.0,18-Dec-88,26.0,"1,79",right,Unique Sports Group 
653,24589,1123,Wes Hoolahan,Attacking Midfield,2015,2000000.0,20-May-82,33.0,"1,68",left,
655,15921,1123,Matt Jarvis,Left Winger,2015,3000000.0,22-May-86,29.0,"1,73",,Razon Sports 
659,12763,1123,Steven Naismith,Second Striker,2015,6000000.0,14-Sep-86,28.0,"1,78",right,PMPR Excellence 
663,42513,1123,Gary Hooper,Centre-Forward,2015,4000000.0,26-Jan-88,27.0,"1,77",right,Relatives 
664,35855,1123,Cameron Jerome,Centre-Forward,2015,3000000.0,14-Aug-86,28.0,"1,85",right,CAA Base Ltd 
666,36884,1123,Kyle Lafferty,Centre-Forward,2015,2000000.0,16-Sep-87,27.0,"1,93",right,Sportfront Global 
667,203464,1123,Jamar Loza,Centre-Forward,2015,250000.0,10-May-94,21.0,"1,78",,
679,268527,984,Shaun Donnellan,Centre-Back,2015,,16-Oct-96,18.0,"1,83",,MONDO 
693,284754,984,Joe Ward,Attacking Midfield,2015,,24-Oct-96,18.0,,right,
706,3562,289,Steve Harper,Goalkeeper,2015,250000.0,14-Mar-75,40.0,"1,88",right,
710,102427,289,Sebastián Coates,Centre-Back,2015,2000000.0,7-Oct-90,24.0,"1,96",right,InterLex Sport 
711,87422,289,Valentin Roberge,Centre-Back,2015,1500000.0,9-Jun-87,28.0,"1,89",left,Maodo-Demba Deme 
714,3405,289,Wes Brown,Centre-Back,2015,500000.0,13-Oct-79,35.0,"1,84",right,no agent 
720,136647,289,Charalampos Mavrias,Right-Back,2015,1000000.0,21-Feb-94,21.0,"1,78",right,feel soccer GmbH 
725,40612,289,Liam Bridcutt,Defensive Midfield,2015,2500000.0,8-May-89,26.0,"1,75",right,CAA Base Ltd 
726,258653,289,Tom Beadling,Defensive Midfield,2015,,16-Jan-96,19.0,"1,86",right,CAA Base Ltd 
727,39010,289,Jordi Gómez,Central Midfield,2015,3000000.0,24-May-85,30.0,"1,78",left,
737,31579,289,Adam Johnson,Right Winger,2015,,14-Jul-87,27.0,"1,82",left,
741,44855,289,Dame N'Doye,Centre-Forward,2015,4000000.0,21-Feb-85,30.0,"1,86",right,
743,29152,289,Danny Graham,Centre-Forward,2015,1500000.0,12-Aug-85,29.0,"1,83",right,Unique Sports Group 
744,218144,289,Mikael Mandron,Centre-Forward,2015,,11-Oct-94,20.0,"1,91",left,Wasserman 
752,37152,989,Tommy Elphick,Centre-Back,2015,1500000.0,7-Sep-87,27.0,"1,88",right,Volenti 
753,3356,989,Sylvain Distin,Centre-Back,2015,750000.0,16-Dec-77,37.0,"1,92",left,CAA Stellar 
754,15838,989,Elliott Ward,Centre-Back,2015,500000.0,19-Jan-85,30.0,"1,85",right,
755,56829,989,Stéphane Zubar,Centre-Back,2015,250000.0,9-Oct-86,28.0,"1,87",right,
772,10375,989,Shaun MacDonald,Central Midfield,2015,500000.0,17-Jun-88,27.0,"1,83",right,The Endgame Group 
773,225166,989,Josh Wakefield,Central Midfield,2015,100000.0,6-Nov-93,21.0,"1,80",right,
781,416622,989,Jordan Green,Right Winger,2015,,22-Feb-95,20.0,"1,68",right,Wasserman 
788,198495,989,Tokelo Rantie,Centre-Forward,2015,1000000.0,8-Sep-90,24.0,"1,72",right,Q evolution GFC 
789,57410,989,Yann Kermorgant,Centre-Forward,2015,500000.0,8-Nov-81,33.0,"1,84",right,
790,134293,989,Jayden Stockley,Centre-Forward,2015,250000.0,15-Sep-93,21.0,"1,88",right,Two Touch Agency 
792,386148,989,Joe Quigley,Centre-Forward,2015,,10-Dec-96,18.0,"1,91",,Volenti 
808,3160,631,John Terry,Centre-Back,2016,1000000.0,7-Dec-80,35.0,"1,87",right,Elite Management ... 
826,186863,631,Cristian Cuevas,Left Midfield,2016,900000.0,2-Apr-95,21.0,"1,75",left,Fernando Felicevich 
827,85314,631,Oscar,Attacking Midfield,2016,22000000.0,9-Sep-91,24.0,"1,79",right,Bertolucci Sports 
853,7449,281,Gaël Clichy,Left-Back,2016,7000000.0,26-Jul-85,30.0,"1,76",left,Darren Dein 
881,183301,148,Luke McGee,Goalkeeper,2016,100000.0,2-Sep-95,20.0,"1,93",right,Unique Sports Group 
889,307763,148,Anton Walkes,Centre-Back,2016,100000.0,8-Feb-97,19.0,"1,87",right,
897,186383,148,Filip Lesniak,Defensive Midfield,2016,100000.0,14-May-96,20.0,"1,76",left,UFMG 
909,387313,148,Samuel Shashoua,Left Winger,2016,,13-May-99,17.0,"1,70",right,CAA Stellar 
912,314367,148,Marcus Edwards,Right Winger,2016,,3-Dec-98,17.0,"1,68",left,ARETÉ 
915,345739,148,Shayon Harrison,Centre-Forward,2016,,13-Jul-97,18.0,"1,83",left,PIR 
930,340310,11,Marc Bola,Left-Back,2016,,9-Dec-97,18.0,"1,85",left,CAA Base Ltd 
942,228370,11,Gedion Zelalem,Central Midfield,2016,250000.0,26-Jan-97,19.0,"1,80",right,athleteMNGment 
948,314341,11,Chris Willock,Left Winger,2016,,31-Jan-98,18.0,"1,78",right,
963,289791,985,Kieran O'Hara,Goalkeeper,2016,,22-Apr-96,20.0,"1,93",right,OmniSports 
972,258886,985,Demetri Mitchell,Left-Back,2016,,11-Jan-97,19.0,"1,79",left,
985,2514,985,Bastian Schweinsteiger,Central Midfield,2016,4500000.0,1-Aug-84,31.0,,,BS Family Office 
986,289845,985,Matty Willock,Central Midfield,2016,,20-Aug-96,19.0,"1,72",right,
991,289844,985,Josh Harrop,Attacking Midfield,2016,,15-Dec-95,20.0,"1,75",right,New Era Global ... 
1000,396284,985,Zak Dearnley,Centre-Forward,2016,,28-Sep-98,17.0,"1,80",right,TAO MENAJERLİK ... 
1014,128912,31,Andre Wisdom,Right-Back,2016,2750000.0,9-May-93,23.0,"1,86",right,
1020,200782,31,Kevin Stewart,Defensive Midfield,2016,1000000.0,7-Sep-93,22.0,"1,82",,New Vision 
1021,279454,31,MJ Williams,Defensive Midfield,2016,100000.0,6-Nov-95,20.0,"1,87",right,366 Group 
1025,372670,31,Paulinho,Central Midfield,2016,,25-Dec-97,18.0,"1,76",right,MC Striker 
1026,337284,31,Ovie Ejaria,Left Midfield,2016,500000.0,18-Nov-97,18.0,"1,88",right,PLG 
1063,268185,29,Joe Williams,Central Midfield,2016,,8-Dec-96,19.0,"1,85",right,Wasserman 
1066,21333,29,Aiden McGeady,Left Winger,2016,3500000.0,4-Apr-86,30.0,"1,80",both,Wasserman 
1075,8552,29,Arouna Koné,Centre-Forward,2016,1500000.0,11-Nov-83,32.0,"1,81",right,Wasserman 
1076,238988,29,Leandro Rodríguez,Centre-Forward,2016,1000000.0,19-Nov-92,23.0,"1,79",right,
1077,121260,29,Conor McAleny,Centre-Forward,2016,500000.0,12-Aug-92,23.0,"1,78",right,Wasserman 
1080,111428,379,Raphael Spiegel,Goalkeeper,2016,500000.0,19-Dec-92,23.0,"1,97",right,Soccer Mondial AG 
1088,157907,379,Doneil Henry,Centre-Back,2016,400000.0,20-Apr-93,23.0,"1,88",right,KSM 
1091,186269,379,Stephen Hendrie,Left-Back,2016,750000.0,8-Jan-95,21.0,"1,78",left,PIR 
1092,242652,379,Lewis Page,Left-Back,2016,100000.0,20-May-96,20.0,"1,78",left,Unique Sports Group 
1095,258311,379,Sam Westley,Right-Back,2016,50000.0,4-Feb-94,22.0,"1,82",right,
1096,345960,379,Alex Pike,Right-Back,2016,,8-Feb-97,19.0,"1,80",right,
1110,82130,379,Gökhan Töre,Right Winger,2016,12000000.0,20-Jan-92,24.0,"1,76",left,
1117,139503,379,Enner Valencia,Centre-Forward,2016,10000000.0,4-Nov-89,26.0,"1,77",right,Vargas - ... 
1133,57423,180,Florin Gardos,Centre-Back,2016,2500000.0,29-Oct-88,27.0,"1,93",right,
1151,226965,180,Lloyd Isgrove,Right Winger,2016,250000.0,12-Jan-93,23.0,"1,78",right,Unique Sports Group 
1157,356569,180,Olufela Olomola,Centre-Forward,2016,,5-Sep-97,18.0,"1,70",right,366 Group 
1161,295073,873,Kleton Perntreou,Goalkeeper,2016,,8-Jan-95,21.0,"1,89",right,
1167,244309,873,Luke Croll,Centre-Back,2016,,10-Jan-95,21.0,"1,85",left,Footfeel ISM   
1170,141655,873,Zeki Fryers,Left-Back,2016,1500000.0,9-Sep-92,23.0,"1,85",left,CHYN 
1173,464738,873,Ben Wynter,Right-Back,2016,,11-Dec-97,18.0,"1,85",right,Playersinc. 
1176,28336,873,Mile Jedinak,Defensive Midfield,2016,4500000.0,3-Aug-84,31.0,"1,87",right,
1182,34409,873,Joe Ledley,Central Midfield,2016,3500000.0,23-Jan-87,29.0,"1,83",left,Avid Sports Group 
1184,244125,873,Hiram Boateng,Central Midfield,2016,500000.0,8-Jan-96,20.0,"1,82",left,Unique Sports Group 
1185,320220,873,Noor Husin,Central Midfield,2016,,3-Mar-97,19.0,"1,77",,Every Aspect 
1199,42411,873,Fraizer Campbell,Centre-Forward,2016,2000000.0,13-Sep-87,28.0,"1,72",right,CAA Base Ltd 
1200,273773,873,Jonathan Benteke,Centre-Forward,2016,400000.0,28-Apr-95,21.0,"1,86",right,
1201,121223,873,Kwesi Appiah,Centre-Forward,2016,250000.0,12-Aug-90,25.0,"1,80",right,Wonder Sports 
1212,16947,1003,Marcin Wasilewski,Centre-Back,2016,50000.0,9-Jun-80,36.0,"1,86",right,
1213,341993,1003,Elliott Moore,Centre-Back,2016,,16-Mar-97,19.0,"1,96",right,Major League Sports ... 
1226,229970,1003,Tom Lawrence,Left Winger,2016,2500000.0,13-Jan-94,22.0,"1,75",right,YMU Group 
1237,3146,512,Shay Given,Goalkeeper,2016,250000.0,20-Apr-76,40.0,"1,85",right,CAA Stellar 
1246,258310,512,Joel Taylor,Left-Back,2016,,24-Mar-96,20.0,"1,80",left,Twelve 
1251,12124,512,Glenn Whelan,Defensive Midfield,2016,2500000.0,13-Jan-84,32.0,"1,80",right,
1271,66518,1010,Rene Gilmartin,Goalkeeper,2016,250000.0,31-May-87,29.0,"1,97",,
1281,479944,1010,Charlie Rowan,Centre-Back,2016,,14-Dec-97,18.0,"1,92",right,no agent 
1283,479942,1010,Brandon Mason,Left-Back,2016,,30-Sep-97,18.0,"1,73",left,
1285,100507,1010,Juan Carlos Paredes,Right-Back,2016,1750000.0,8-Jul-87,28.0,"1,78",right,
1287,476532,1010,Andrew Eleftheriou,Right-Back,2016,,8-Nov-97,18.0,"1,72",right,Emimel Sports ... 
1298,107427,1010,Ikechi Anya,Left Midfield,2016,4000000.0,3-Jan-88,28.0,"1,66",both,
1299,129554,1010,Steven Berghuis,Attacking Midfield,2016,5500000.0,19-Dec-91,24.0,"1,82",left,Key United 
1301,499604,1010,Dion Pereira,Left Winger,2016,,25-Mar-99,17.0,"1,80",left,FullNinety 
1316,80702,2288,Mark Birighitti,Goalkeeper,2016,1000000.0,17-Apr-91,25.0,"1,88",both,CAA Base Ltd 
1326,184398,2288,Stephen Kingsley,Left-Back,2016,750000.0,23-Jul-94,21.0,"1,78",left,MMH Career Planning 
1340,189070,2288,Modou Barrow,Left Winger,2016,3000000.0,13-Oct-92,23.0,"1,76",left,VMC Group AB  
1349,37787,2288,Marvin Emnes,Centre-Forward,2016,1000000.0,27-May-88,28.0,"1,80",both,PREMIER GLOBAL ... 
1351,9500,3008,David Marshall,Goalkeeper,2016,3000000.0,5-Mar-85,31.0,"1,87",right,CAA Stellar 
1352,9422,3008,Allan McGregor,Goalkeeper,2016,1000000.0,31-Jan-82,34.0,"1,83",right,
1353,31886,3008,Dusan Kuciak,Goalkeeper,2016,1000000.0,21-May-85,31.0,"1,94",right,no agent 
1355,456111,3008,Will Mannion,Goalkeeper,2016,,5-May-98,18.0,"1,91",right,World in Motion 
1358,122011,3008,Markus Henriksen,Centre-Back,2016,5000000.0,25-Jul-92,23.0,"1,87",right,
1359,18227,3008,Curtis Davies,Centre-Back,2016,2500000.0,15-Mar-85,31.0,"1,88",right,Sport First 
