,player_id,Current_club_ID,Name,Main_position,Season_year,Market_Value,Date_of_birth,Age,Height,Foot,Ajent
15495,386446,416,Alessandro Buongiorno,Centre-Back,2021,4000000.0,6-Jun-99,22.0,"1,94",left,Gr Sports 
15496,86784,416,Ricardo Rodríguez,Centre-Back,2021,3400000.0,25-Aug-92,28.0,"1,80",left,Elite FA 
15498,32113,416,Armando Izzo,Centre-Back,2021,2800000.0,2-Mar-92,29.0,"1,83",right,G.E.V. ... 
15499,704729,416,Andrei Anton,Centre-Back,2021,75000.0,23-Aug-03,17.0,"1,89",right,SEG 
15500,55854,416,Cristian Ansaldi,Left-Back,2021,700000.0,20-Sep-86,34.0,"1,81",both,Pedro Aldave Ortuzar 
15501,705063,416,Samuele Angori,Left-Back,2021,200000.0,7-Oct-03,17.0,"1,84",left,Sport Agency Futura 
15502,648779,416,Stephane Singo,Right-Back,2021,15000000.0,25-Dec-00,20.0,"1,90",right,Maxime Nana 
15503,336125,416,Mërgim Vojvoda,Right-Back,2021,5500000.0,1-Feb-95,26.0,"1,87",right,Soccer11 
15504,236490,416,Ola Aina,Right-Back,2021,3500000.0,8-Oct-96,24.0,"1,84",right,Elite Project Group ... 
15506,308279,416,Rolando Mandragora,Defensive Midfield,2021,10000000.0,29-Jun-97,24.0,"1,83",left,LUCA DE SIMONE 
15508,392538,416,Tommaso Pobega,Central Midfield,2021,16000000.0,15-Jul-99,21.0,"1,88",both,Patrick Bastianelli 
15510,129588,416,Dennis Praet,Central Midfield,2021,13000000.0,14-May-94,27.0,"1,81",right,MARTIN RIHA 
15511,225873,416,Karol Linetty,Central Midfield,2021,3500000.0,2-Feb-95,26.0,"1,76",right,Fabryka Futbolu 
15512,373899,416,Jacopo Segre,Central Midfield,2021,1600000.0,17-Feb-97,24.0,"1,85",right,MM-Management 
15514,522681,416,Ben Lhassine Kone,Central Midfield,2021,450000.0,14-Mar-00,21.0,"1,72",left,Gea World 
15515,617019,416,Matthew Garbett,Central Midfield,2021,150000.0,13-Apr-02,19.0,"1,88",right,New Era Global ... 
15518,526098,416,Dennis Stojkovic,Attacking Midfield,2021,200000.0,3-Aug-02,18.0,"1,77",right,FUTURE STARS 
15519,293169,416,Josip Brekalo,Left Winger,2021,15000000.0,23-Jun-98,23.0,"1,75",right,Niagara Sports ... 
15520,205940,416,Marko Pjaca,Left Winger,2021,3500000.0,6-May-95,26.0,"1,86",right,World Soccer Agency 
15521,482107,416,Magnus Warming,Left Winger,2021,900000.0,8-Jun-00,21.0,"1,88",right,People In Sport 
15522,551752,416,Demba Seck,Right Winger,2021,3000000.0,10-Feb-01,20.0,"1,90",left,Gr Sports 
15523,340070,416,Simone Edera,Right Winger,2021,500000.0,9-Jan-97,24.0,"1,74",left,Giuseppe Galli 
15524,167727,416,Andrea Belotti,Centre-Forward,2021,20000000.0,20-Dec-93,27.0,"1,81",right,
15528,417896,416,Nicola Rauti,Centre-Forward,2021,300000.0,17-Apr-00,21.0,"1,80",right,Gr Sports 
15529,706380,416,Lado Akhalaia,Centre-Forward,2021,25000.0,1-Jul-02,19.0,"1,90",right,Avvocato Giulio Dini 
15530,80894,1025,Lukasz Skorupski,Goalkeeper,2021,4000000.0,5-May-91,30.0,"1,87",right,GG11  
15532,574164,1025,Marco Molla,Goalkeeper,2021,100000.0,19-Jun-02,19.0,"1,92",right,
15533,818892,1025,Nicola Bagnolini,Goalkeeper,2021,,14-Mar-04,17.0,"1,93",right,P&P Sport ... 
15534,821105,1025,Davide Franzini,Goalkeeper,2021,,8-Feb-05,16.0,,right,IntProFoot 
15535,368891,1025,Arthur Theate,Centre-Back,2021,15000000.0,25-May-00,21.0,"1,85",left,DVL Management 
15537,247377,1025,Kevin Bonifazi,Centre-Back,2021,3800000.0,19-May-96,25.0,"1,87",right,MM-Management 
15538,471004,1025,Luis Binks,Centre-Back,2021,1500000.0,2-Sep-01,19.0,"1,90",left,Darren Dein 
15539,423614,1025,Gabriele Corbo,Centre-Back,2021,700000.0,11-Jan-00,21.0,"1,86",right,
15540,556173,1025,Omar Khailoti,Centre-Back,2021,100000.0,5-Sep-01,19.0,"1,92",left,PDP s.r.l.  ... 
15541,818882,1025,Riccardo Stivanello,Centre-Back,2021,,24-Apr-04,17.0,"1,88",right,BC Group 
15542,818878,1025,Wisdom Amey,Centre-Back,2021,,11-Aug-05,15.0,"1,87",right,
15543,591949,1025,Aaron Hickey,Left-Back,2021,18000000.0,10-Jun-02,19.0,"1,85",both,PLG 
15544,187245,1025,Mitchell Dijks,Left-Back,2021,2000000.0,9-Feb-93,28.0,"1,94",left,ESA & GFM 
15545,861221,1025,Ebenezer Annan,Left-Back,2021,200000.0,21-Aug-02,18.0,"1,78",left,Arthurlegacy Sports ... 
15546,331560,1025,Takehiro Tomiyasu,Right-Back,2021,25000000.0,5-Nov-98,22.0,"1,88",right,UDN SPORTS 
15547,577394,1025,Denso Kasius,Right-Back,2021,2000000.0,6-Oct-02,18.0,"1,83",right,Key United 
15548,33571,1025,Lorenzo De Silvestri,Right-Back,2021,1500000.0,23-May-88,33.0,"1,86",right,Sergio Berti 
15549,207715,1025,Ibrahima Mbaye,Right-Back,2021,700000.0,19-Nov-94,26.0,"1,88",right,A.& G. Football ... 
15550,347900,1025,Jerdy Schouten,Defensive Midfield,2021,9000000.0,12-Jan-97,24.0,"1,85",right,Key United 
15551,60889,1025,Gary Medel,Defensive Midfield,2021,1000000.0,3-Aug-87,33.0,"1,71",right,Fernando Felicevich 
15552,699442,1025,Kacper Urbanski,Defensive Midfield,2021,200000.0,7-Sep-04,16.0,"1,78",right,BMG-SPORT 
15553,342405,1025,Mattias Svanberg,Central Midfield,2021,15000000.0,5-Jan-99,22.0,"1,85",right,MD Management 
15554,497291,1025,Nicolás Domínguez,Central Midfield,2021,13000000.0,28-Jun-98,23.0,"1,79",right,Interplayers 
15555,237658,1025,Michel Aebischer,Central Midfield,2021,3500000.0,6-Jan-97,24.0,"1,83",right,IFM 
15556,85393,1025,Nicolas Viola,Central Midfield,2021,600000.0,12-Oct-89,31.0,"1,80",left,AGB Sport Management 
15557,464446,1025,Andri Fannar Baldursson,Central Midfield,2021,600000.0,10-Jan-02,19.0,"1,87",right,CAA Stellar 
15558,401920,1025,Kingsley Michael,Central Midfield,2021,400000.0,26-Aug-99,21.0,"1,76",right,BTFM 
15559,679754,1025,Niklas Pyyhtiä,Central Midfield,2021,400000.0,25-Sep-03,17.0,"1,86",left,Ballex 
15561,662752,1025,Luis Rojas,Attacking Midfield,2021,1000000.0,6-Mar-02,19.0,"1,79",right,Andes SM 
15562,486624,1025,Musa Barrow,Left Winger,2021,18000000.0,14-Nov-98,22.0,"1,84",right,Sportlex Srl 
15564,496270,1025,Gianmarco Cangiano,Left Winger,2021,800000.0,16-Nov-01,19.0,"1,76",right,FF 
15565,562030,1025,Musa Juwara,Left Winger,2021,600000.0,26-Dec-01,19.0,"1,70",left,
15566,432982,1025,Andreas Skov Olsen,Right Winger,2021,12000000.0,29-Dec-99,21.0,"1,87",left,MB Sports 
15567,368482,1025,Riccardo Orsolini,Right Winger,2021,10000000.0,24-Jan-97,24.0,"1,83",left,MM-Management 
15568,394346,1025,Emanuel Vignato,Right Winger,2021,5000000.0,24-Aug-00,20.0,"1,75",right,TMP SOCCER srl  
15569,41384,1025,Marko Arnautovic,Centre-Forward,2021,6000000.0,19-Apr-89,32.0,"1,92",both,Arna Sports ... 
15570,439292,1025,Sydney van Hooijdonk,Centre-Forward,2021,1300000.0,6-Feb-00,21.0,"1,90",right,World in Motion 
15571,119115,1025,Diego Falcinelli,Centre-Forward,2021,800000.0,26-Jun-91,30.0,"1,86",left,Patrick Bastianelli 
15572,99180,1025,Federico Santander,Centre-Forward,2021,600000.0,4-Jun-91,30.0,"1,87",right,
15573,616667,1025,Mattia Pagliuca,Centre-Forward,2021,200000.0,25-Apr-02,19.0,,right,
15574,818888,1025,Antonio Raimondo,Centre-Forward,2021,,18-Mar-04,17.0,"1,85",left,
15575,241923,276,Lorenzo Montipò,Goalkeeper,2021,4500000.0,20-Feb-96,25.0,"1,91",right,Alberto Jimmy ... 
15576,371013,276,Ivor Pandur,Goalkeeper,2021,1000000.0,25-Mar-00,21.0,"1,87",right,GAMMA SPORT 
15577,535881,276,Mattia Chiesa,Goalkeeper,2021,100000.0,16-Jul-00,20.0,"1,90",right,Romano Eleven SAS 
15578,488270,276,Kaur Kivila,Goalkeeper,2021,75000.0,22-Nov-03,17.0,"1,87",right,Top Eleven ... 
15579,127217,276,Alessandro Berardi,Goalkeeper,2021,50000.0,16-Jan-91,30.0,"1,85",right,SP GROUP 
15580,415801,276,Nicola Borghetto,Goalkeeper,2021,25000.0,25-Nov-99,21.0,"1,88",left,GB1 
15581,678006,276,Elia Boseggia,Goalkeeper,2021,,6-Feb-04,17.0,,left,
15582,709986,276,Giacomo Toniolo,Goalkeeper,2021,,1-Apr-04,17.0,,right,
15583,389837,276,Nicolò Casale,Centre-Back,2021,7500000.0,14-Feb-98,23.0,"1,91",right,M.A.R.A.T. Football ... 
15584,115763,276,Koray Günter,Centre-Back,2021,5000000.0,16-Aug-94,26.0,"1,86",right,EMG Mundial 
15585,248732,276,Pawel Dawidowicz,Centre-Back,2021,4500000.0,20-May-95,26.0,"1,89",both,INNfootball 
15586,163639,276,Federico Ceccherini,Centre-Back,2021,4000000.0,11-May-92,29.0,"1,87",right,P&P Sport ... 
15588,431698,276,Bosko Sutalo,Centre-Back,2021,3000000.0,1-Jan-00,21.0,"1,88",right,PROSPORTM 
15590,644676,276,Bruno Amione,Centre-Back,2021,2000000.0,3-Jan-02,19.0,"1,87",left,Estilo 10 
15591,391498,276,Mert Cetin,Centre-Back,2021,1700000.0,1-Jan-97,24.0,"1,89",right,MAC Management 
15592,660860,276,Diego Coppola,Centre-Back,2021,1000000.0,28-Dec-03,17.0,"1,92",right,CAA Base Ltd 
15593,386755,276,Gianluca Frabotta,Left-Back,2021,2000000.0,24-Jun-99,22.0,"1,87",left,Vigo Global Sport ... 
15594,73926,276,Davide Faraoni,Right-Back,2021,5000000.0,25-Oct-91,29.0,"1,80",right,M.A.R.A.T. Football ... 
15596,290032,276,Kevin Rüegg,Right-Back,2021,1200000.0,5-Aug-98,22.0,"1,73",right,SBE Management AG 
15599,43848,276,Miguel Veloso,Defensive Midfield,2021,900000.0,11-May-86,35.0,"1,80",left,Excellence Sport 
15600,470794,276,Ivan Ilic,Central Midfield,2021,14000000.0,17-Mar-01,20.0,"1,85",left,RnB Sport 
15601,140757,276,Daniel Bessa,Central Midfield,2021,2500000.0,14-Jan-93,28.0,"1,78",right,PDP s.r.l.  ... 
15602,554433,276,Christian Pierobon,Central Midfield,2021,125000.0,26-Mar-02,19.0,,right,Gr Sports 
15603,554432,276,Mattia Turra,Central Midfield,2021,50000.0,29-Aug-02,18.0,,,Kael Grimaldi 
15604,631007,276,Filippo Terracciano,Right Midfield,2021,250000.0,8-Feb-03,18.0,"1,81",right,Football Capital 
15605,70411,276,Darko Lazovic,Left Midfield,2021,4000000.0,15-Sep-90,30.0,"1,81",right,Seven Stars 
15606,272261,276,Antonin Barak,Attacking Midfield,2021,20000000.0,3-Dec-94,26.0,"1,90",left,Relatives 
15607,374418,276,Mateusz Praszelik,Attacking Midfield,2021,1400000.0,26-Sep-00,20.0,"1,84",right,
15608,283735,276,Mattia Zaccagni,Left Winger,2021,18000000.0,16-Jun-95,26.0,"1,77",right,M.A.R.A.T. Football ... 
15609,102470,276,Antonino Ragusa,Left Winger,2021,400000.0,27-Mar-90,31.0,"1,83",right,TMP SOCCER srl  
15610,550106,276,Matteo Cancellieri,Right Winger,2021,3000000.0,12-Feb-02,19.0,"1,80",left,MM-Management 
15612,704423,276,Mattia Florio,Second Striker,2021,150000.0,5-Sep-03,17.0,"1,82",right,
15614,131951,276,Kevin Lasagna,Centre-Forward,2021,3500000.0,10-Aug-92,28.0,"1,81",left,P&P Sport ... 
15616,45389,276,Samuel Di Carmine,Centre-Forward,2021,600000.0,29-Sep-88,32.0,"1,87",right,
15617,506941,276,David Flakus Bosilj,Centre-Forward,2021,450000.0,1-Feb-02,19.0,"1,85",right,AK10 STARS 
15618,85528,410,Marco Silvestri,Goalkeeper,2021,5000000.0,2-Mar-91,30.0,"1,91",right,Team Raiola 
15619,238993,410,Simone Scuffet,Goalkeeper,2021,600000.0,31-May-96,25.0,"1,93",right,P&P Sport ... 
15620,27807,410,Daniele Padelli,Goalkeeper,2021,400000.0,25-Oct-85,35.0,"1,91",right,Assist 
15621,487828,410,Manuel Gasparini,Goalkeeper,2021,200000.0,19-May-02,19.0,"1,86",right,Gest Eleven 
15622,612059,410,Edoardo Piana,Goalkeeper,2021,50000.0,29-Sep-03,17.0,"1,98",right,IntProFoot 
15623,130388,410,Antonio Santurro,Goalkeeper,2021,50000.0,29-Feb-92,29.0,"1,92",right,Relatives 
15624,617178,410,Matteo Carnelos,Goalkeeper,2021,25000.0,22-Feb-03,18.0,"1,88",,ONE 
15626,410158,410,Rodrigo Becão,Centre-Back,2021,6000000.0,19-Jan-96,25.0,"1,91",right,Antoniu's Assessoria 
15627,255744,410,Samir Caetano,Centre-Back,2021,5000000.0,5-Dec-94,26.0,"1,85",left,TFM Agency 
15628,210178,410,Pablo Marí,Centre-Back,2021,5000000.0,31-Aug-93,27.0,"1,93",left,AC Talent 
15629,104597,410,Bram Nuytinck,Centre-Back,2021,3500000.0,4-May-90,31.0,"1,91",left,Wasserman 
15630,293168,410,Filip Benkovic,Centre-Back,2021,1800000.0,13-Jul-97,23.0,"1,94",right,FutureBall 
15631,56830,410,Sebastien De Maio,Centre-Back,2021,350000.0,5-Mar-87,34.0,"1,90",right,BSM 
15632,704692,410,Nicolò Cocetta,Centre-Back,2021,75000.0,19-Dec-03,17.0,,,
15633,556385,410,Destiny Udogie,Left-Back,2021,17000000.0,28-Nov-02,18.0,"1,88",left,Football Service 
15634,92899,410,Marvin Zeegelaar,Left-Back,2021,800000.0,12-Aug-90,30.0,"1,86",left,
15635,704711,410,Raed Jaziri,Left-Back,2021,25000.0,13-Apr-03,18.0,,,
15636,424042,410,Nahuel Molina,Right-Back,2021,20000000.0,6-Apr-98,23.0,"1,75",right,
15638,69646,410,Jens Stryger Larsen,Right-Back,2021,2000000.0,21-Feb-91,30.0,"1,80",both,HCM Sports ... 
15639,704693,410,Lorenzo Codutti,Right-Back,2021,50000.0,27-Jun-03,18.0,,,
15640,323954,410,Walace,Defensive Midfield,2021,5000000.0,4-Apr-95,26.0,"1,88",right,BSSM 
15641,47513,410,Mato Jajalo,Defensive Midfield,2021,400000.0,25-May-88,33.0,"1,82",right,Universal Twenty Two 
15642,704708,410,Riccardo Castagnaviz,Defensive Midfield,2021,75000.0,29-Jan-03,18.0,,right,Vigo Global Sport ... 
15643,704709,410,Mattia Damiani,Defensive Midfield,2021,50000.0,25-Feb-03,18.0,"1,86",right,
15645,112302,410,Roberto Pereyra,Central Midfield,2021,6500000.0,7-Jan-91,30.0,"1,82",both,P&P Sport ... 
15646,53536,410,Tolgay Arslan,Central Midfield,2021,2300000.0,16-Aug-90,30.0,"1,80",right,Foot & Ball 
15647,617170,410,Martin Palumbo,Central Midfield,2021,700000.0,5-Mar-02,19.0,"1,83",left,
15648,704712,410,Riccardo Pinzi,Central Midfield,2021,100000.0,17-Aug-03,17.0,"1,75",right,
15649,465279,410,Marco Ballarini,Central Midfield,2021,100000.0,28-Mar-01,20.0,"1,86",right,P&P Sport ... 
15650,704710,410,Jacopo Fedrizzi,Central Midfield,2021,50000.0,18-Mar-03,18.0,,left,
15651,528833,410,Lazar Samardzic,Attacking Midfield,2021,3500000.0,24-Feb-02,19.0,"1,84",left,LIOS Sports 
15652,876400,410,Simone Pafundi,Attacking Midfield,2021,,14-Mar-06,15.0,"1,66",left,
15653,574889,410,Simone Ianesi,Left Winger,2021,125000.0,13-Feb-02,19.0,"1,73",right,Football Service 
15654,283528,410,Ignacio Pussetto,Right Winger,2021,3000000.0,21-Dec-95,25.0,"1,80",right,MVP Group 
15655,44948,410,Fernando Forestieri,Second Striker,2021,875000.0,15-Jan-90,31.0,"1,72",right,
15657,595809,410,Beto,Centre-Forward,2021,10000000.0,31-Jan-98,23.0,"1,94",right,PR10 
15659,35249,410,Stefano Okaka,Centre-Forward,2021,2900000.0,9-Aug-89,31.0,"1,86",right,Keyscout Football 
15661,54581,410,Ilija Nestorovski,Centre-Forward,2021,700000.0,12-Mar-90,31.0,"1,82",left,Universal Twenty Two 
15662,12907,1390,Alessio Cragno,Goalkeeper,2021,10000000.0,28-Jun-94,27.0,"1,84",right,Promoesport 
15663,258482,1390,Boris Radunović,Goalkeeper,2021,400000.0,26-May-96,25.0,"1,94",right,VPA Sports 
15664,640544,1390,Andrea D'Aniello,Goalkeeper,2021,200000.0,8-May-03,18.0,"1,86",right,G.E.V. ... 
15665,41912,1390,Simone Aresti,Goalkeeper,2021,100000.0,15-Mar-86,35.0,"1,87",right,Andrea Cattoli 
15666,704260,1390,Eugenio Fusco,Goalkeeper,2021,25000.0,19-May-03,18.0,"1,98",,
15667,740517,1390,Eldin Lolic,Goalkeeper,2021,,15-May-04,17.0,"1,94",,
15668,459655,1390,Matteo Lovato,Centre-Back,2021,7000000.0,14-Feb-00,21.0,"1,88",right,Gr Sports 
15669,345458,1390,Sebastian Walukiewicz,Centre-Back,2021,5000000.0,5-Apr-00,21.0,"1,88",right,
15670,481834,1390,Andrea Carboni,Centre-Back,2021,5000000.0,4-Feb-01,20.0,"1,87",left,Reset Group Srl 
15671,354909,1390,Giorgio Altare,Centre-Back,2021,2000000.0,9-Aug-98,22.0,"1,90",right,
15673,242940,1390,Edoardo Goldaniga,Centre-Back,2021,1000000.0,2-Nov-93,27.0,"1,93",right,Gr Sports 
15675,568333,1390,Adam Obert,Centre-Back,2021,900000.0,23-Aug-02,18.0,"1,88",left,
15676,102745,1390,Luca Ceppitelli,Centre-Back,2021,800000.0,11-Aug-89,31.0,"1,86",both,
15677,621153,1390,Luigi Palomba,Centre-Back,2021,200000.0,17-Apr-03,18.0,"1,86",right,Gea World 
15678,619353,1390,Iurie Iovu,Centre-Back,2021,100000.0,6-Jul-02,18.0,"1,96",right,PURE 
15680,136514,1390,Charalampos Lykogiannis,Left-Back,2021,2200000.0,22-Oct-93,27.0,"1,90",left,World in Motion 
15682,392569,1390,Gabriele Zappa,Right-Back,2021,3800000.0,22-Dec-99,21.0,"1,87",right,Gr Sports 
15684,459452,1390,Riccardo Ladinetti,Defensive Midfield,2021,200000.0,20-Dec-00,20.0,"1,82",right,D1MON1OS s.r.l. 
15685,315063,1390,Nahitan Nández,Central Midfield,2021,13000000.0,28-Dec-95,25.0,"1,72",right,Oscar Bentancourt 
15686,295183,1390,Razvan Marin,Central Midfield,2021,12000000.0,23-May-96,25.0,"1,78",right,Pietro Chiodi ... 
15688,197473,1390,Alberto Grassi,Central Midfield,2021,2500000.0,7-Mar-95,26.0,"1,83",right,M.A.R.A.T. Football ... 
15689,235931,1390,Alessandro Deiola,Central Midfield,2021,2000000.0,1-Aug-95,25.0,"1,90",right,Team Raiola 
15691,134883,1390,Daniele Baselli,Central Midfield,2021,1400000.0,12-Mar-92,29.0,"1,82",right,Gr Sports 
15692,167796,1390,Paolo Faragò,Central Midfield,2021,1000000.0,12-Feb-93,28.0,"1,87",right,
15693,650224,1390,Christos Kourfalidis,Central Midfield,2021,700000.0,11-Nov-02,18.0,"1,78",right,TPC 
15694,264116,1390,Gastón Pereiro,Attacking Midfield,2021,3000000.0,11-Jun-95,26.0,"1,88",left,Paco Casal 
15695,701842,1390,Nicolò Cavuoti,Attacking Midfield,2021,250000.0,4-Apr-03,18.0,"1,77",left,P&P Sport ... 
15696,736034,1390,Isaías Delpupo,Attacking Midfield,2021,200000.0,31-Mar-03,18.0,"1,76",left,Quadratum 
15697,83877,1390,Diego Farias,Left Winger,2021,1000000.0,10-May-90,31.0,"1,72",right,Grimaldi Mariano 
15698,610878,1390,Jacopo Desogus,Left Winger,2021,500000.0,1-Oct-02,18.0,"1,74",right,Quadratum 
15699,666547,1390,Zito Luvumbo,Right Winger,2021,800000.0,9-Mar-02,19.0,"1,71",left,FOOTPRESTIGE 
15700,607227,1390,Lisandru Tramoni,Right Winger,2021,400000.0,18-Apr-03,18.0,"1,80",left,no agent 
15701,282388,1390,Giovanni Simeone,Centre-Forward,2021,17000000.0,5-Jul-95,25.0,"1,80",right,
15702,129129,1390,João Pedro,Centre-Forward,2021,12000000.0,9-Mar-92,29.0,"1,84",right,Piccioli&Lombardi 
15704,197751,1390,Alberto Cerri,Centre-Forward,2021,2000000.0,16-Apr-96,25.0,"1,94",right,TMP SOCCER srl  
15705,64793,1390,Leonardo Pavoletti,Centre-Forward,2021,1600000.0,26-Nov-88,32.0,"1,88",right,Branchini Associati ... 
15706,460898,1390,Damir Ceter,Centre-Forward,2021,600000.0,2-Nov-97,23.0,"1,87",right,no agent 
15707,396682,1390,Luca Gagliano,Centre-Forward,2021,250000.0,14-Jul-00,20.0,"1,82",left,
15708,256339,1038,Emil Audero,Goalkeeper,2021,6000000.0,18-Jan-97,24.0,"1,92",right,TMP SOCCER srl  
15709,238537,1038,Wladimiro Falcone,Goalkeeper,2021,3000000.0,12-Apr-95,26.0,"1,95",right,LIAN Sports Group 
15710,42796,1038,Nicola Ravaglia,Goalkeeper,2021,200000.0,12-Dec-88,32.0,"1,84",right,
15711,613533,1038,Ivan Saio,Goalkeeper,2021,100000.0,16-Mar-02,19.0,"1,92",right,GOAL CLUB 
15712,174733,1038,Omar Colley,Centre-Back,2021,4500000.0,24-Oct-92,28.0,"1,91",left,P&P Sport ... 
15713,310458,1038,Giangiacomo Magnani,Centre-Back,2021,3600000.0,4-Oct-95,25.0,"1,91",right,TMP SOCCER srl  
15716,303219,1038,Julian Chabot,Centre-Back,2021,2000000.0,12-Feb-98,23.0,"1,95",left,PRO Profil GmbH 
15717,197491,1038,Alex Ferrari,Centre-Back,2021,1800000.0,1-Jul-94,27.0,"1,91",right,Romano Eleven SAS 
15718,81789,1038,Maya Yoshida,Centre-Back,2021,1500000.0,24-Aug-88,32.0,"1,89",right,CAA Base Ltd 
15720,552751,1038,Luigi Aquino,Centre-Back,2021,175000.0,1-Feb-02,19.0,"1,84",right,G.E.V. ... 
15721,663900,1038,Giovanni Bonfanti,Centre-Back,2021,100000.0,17-Jan-03,18.0,"1,87",left,SEG 
15722,284595,1038,Tommaso Augello,Left-Back,2021,3500000.0,30-Aug-94,26.0,"1,80",left,Italian Managers ... 
15723,171399,1038,Nicola Murru,Left-Back,2021,2000000.0,16-Dec-94,26.0,"1,80",left,
15724,622800,1038,Francesco Migliardi,Left-Back,2021,150000.0,19-Mar-03,18.0,"1,83",left,SEG 
15725,144143,1038,Bartosz Bereszynski,Right-Back,2021,4000000.0,12-Jul-92,28.0,"1,83",right,Fabryka Futbolu 
15726,324282,1038,Fabio Depaoli,Right-Back,2021,2800000.0,24-Apr-97,24.0,"1,82",right,CAA Base Ltd 
15727,111227,1038,Andrea Conti,Right-Back,2021,2500000.0,2-Mar-94,27.0,"1,84",right,M.A.R.A.T. Football ... 
15728,49275,1038,Albin Ekdal,Defensive Midfield,2021,1000000.0,28-Jul-89,31.0,"1,86",right,MD Management 
15729,75942,1038,Tomás Rincón,Defensive Midfield,2021,1000000.0,13-Jan-88,33.0,"1,77",right,GG11  
15730,624436,1038,Gerard Yepes,Defensive Midfield,2021,500000.0,25-Aug-02,18.0,"1,70",right,Roberto Calenda 
15731,226524,1038,Morten Thorsby,Central Midfield,2021,7000000.0,5-May-96,25.0,"1,88",right,Pando 
15732,216179,1038,Stefano Sensi,Central Midfield,2021,7000000.0,5-Aug-95,25.0,"1,68",right,Gr Sports 
15733,434676,1038,Ronaldo Vieira,Central Midfield,2021,3500000.0,19-Jul-98,22.0,"1,78",right,CAA Base Ltd 
15735,574495,1038,Kristoffer Askildsen,Central Midfield,2021,1800000.0,9-Jan-01,20.0,"1,90",right,Solbakken / Player ... 
15736,487839,1038,Simone Trimboli,Central Midfield,2021,600000.0,19-Apr-02,19.0,"1,76",right,CAA Base Ltd 
15737,25488,1038,Antonio Candreva,Right Midfield,2021,2500000.0,28-Feb-87,34.0,"1,80",right,P&P Sport ... 
15738,567445,1038,Marco Somma,Right Midfield,2021,175000.0,7-Feb-02,19.0,"1,72",right,Avvocato Claudio ... 
15740,503638,1038,Mohamed Ihattaren,Attacking Midfield,2021,5000000.0,12-Feb-02,19.0,"1,83",left,
15741,340394,1038,Abdelhamid Sabiri,Attacking Midfield,2021,3000000.0,28-Nov-96,24.0,"1,86",right,Amin Sakman 
15743,540941,1038,Mikkel Damsgaard,Left Winger,2021,15000000.0,3-Jul-00,20.0,"1,80",right,Boutique Transfers 
15744,628558,1038,Riccardo Ciervo,Left Winger,2021,1500000.0,1-Apr-02,19.0,"1,90",right,GP Soccer and ... 
15745,146752,1038,Gianluca Caprari,Second Striker,2021,10000000.0,30-Jul-93,27.0,"1,71",right,SP GROUP 
15746,52312,1038,Sebastian Giovinco,Second Striker,2021,500000.0,26-Jan-87,34.0,"1,64",right,Andrea Cattoli 
15747,112343,1038,Manolo Gabbiadini,Centre-Forward,2021,4000000.0,26-Nov-91,29.0,"1,86",left,BSP FOOTBALL AGENCY 
15748,159883,1038,Ernesto Torregrossa,Centre-Forward,2021,3000000.0,28-Jun-92,29.0,"1,84",left,Football Now Limited 
15749,419061,1038,Vladyslav Supryaga,Centre-Forward,2021,3000000.0,15-Feb-00,21.0,"1,85",right,GG11  
15750,84765,1038,Francesco Caputo,Centre-Forward,2021,2500000.0,6-Aug-87,33.0,"1,81",right,Fedele Management ... 
15751,22328,1038,Fabio Quagliarella,Centre-Forward,2021,1000000.0,31-Jan-83,38.0,"1,80",right,AGB Sport Management 
15752,650255,1038,Lorenzo Di Stefano,Centre-Forward,2021,400000.0,19-Sep-02,18.0,"1,82",right,Football Capital 
15753,678441,1038,Daniele Montevago,Centre-Forward,2021,150000.0,18-Mar-03,18.0,"1,84",right,
15754,286047,749,Guglielmo Vicario,Goalkeeper,2021,10000000.0,7-Oct-96,24.0,"1,94",right,GG11  
15756,163652,749,Jacopo Furlan,Goalkeeper,2021,300000.0,22-Feb-93,28.0,"1,89",right,Italian Managers ... 
15757,42744,749,Samir Ujkani,Goalkeeper,2021,200000.0,5-Jul-88,32.0,"1,86",right,Alberto Jimmy ... 
15758,603692,749,Klemen Hvalic,Goalkeeper,2021,100000.0,18-Apr-02,19.0,"1,95",right,AR Sport Management 
15759,691529,749,Valerio Biagini,Goalkeeper,2021,75000.0,20-Oct-03,17.0,,,Fedele Management ... 
15760,493702,749,Mattia Viti,Centre-Back,2021,7000000.0,24-Jan-02,19.0,"1,90",left,CAA Base Ltd 
15761,278531,749,Sebastiano Luperto,Centre-Back,2021,3000000.0,6-Sep-96,24.0,"1,91",left,
15762,435228,749,Ardian Ismajli,Centre-Back,2021,1800000.0,30-Sep-96,24.0,"1,85",right,Relatives 
15763,358003,749,Simone Canestrelli,Centre-Back,2021,1000000.0,11-Sep-00,20.0,"1,92",right,CAA Base Ltd 
15764,88706,749,Simone Romagnoli,Centre-Back,2021,1000000.0,9-Feb-90,31.0,"1,93",right,Football Now Limited 
15765,111347,749,Lorenzo Tonelli,Centre-Back,2021,1000000.0,17-Jan-90,31.0,"1,83",right,Football Now Limited 
15766,603676,749,Leonardo Pezzola,Centre-Back,2021,125000.0,17-Mar-02,19.0,"1,88",right,Green Soccer 
15767,547985,749,Fabiano Parisi,Left-Back,2021,4500000.0,9-Nov-00,20.0,"1,78",left,M.A.R.A.T. Football ... 
15768,469211,749,Liberato Cacace,Left-Back,2021,2500000.0,27-Sep-00,20.0,"1,83",left,P&P Sport ... 
