club_id,player_id,games_played,total_games
985,44068,28,36
985,44068,19,38
985,44068,9,26
985,44068,7,29
985,44068,19,38
985,44068,9,26
985,401173,29,32
985,401173,12,15
985,401173,34,34
985,401173,32,33
985,401173,26,27
985,258923,11,13
985,258923,32,37
985,258923,35,37
985,258923,31,31
985,258923,37,38
985,258923,25,28
985,258923,31,31
985,258923,37,38
985,583189,2,2
985,583189,21,24
985,583189,2,2
985,583189,21,24
985,811779,2,7
985,811779,2,7
985,319301,33,37
985,319301,15,27
985,319301,34,35
985,319301,34,35
985,319301,33,37
985,319301,15,27
985,319301,34,35
985,319301,34,35
985,536835,4,21
985,536835,5,10
985,536835,4,21
985,536835,5,10
985,536835,3,6
985,536835,4,21
985,640026,2,5
985,640026,1,2
985,640026,2,5
985,640026,1,2
985,344830,3,7
985,344830,20,28
985,532826,31,37
985,532826,31,35
985,532826,18,21
985,532826,31,37
985,532826,31,35
985,532826,18,21
985,8198,31,31
985,8198,31,31
985,8198,31,32
985,8198,33,34
985,8198,31,31
985,8198,36,36
985,8198,29,29
985,8198,27,27
985,182877,34,35
985,182877,25,31
985,182877,30,34
985,182877,32,32
985,182877,22,23
985,182877,17,22
985,182877,32,32
985,182877,22,23
985,182877,17,22
985,182877,34,35
985,182877,17,22
985,48280,26,26
985,48280,15,15
985,48280,26,26
985,48280,15,15
985,48280,32,34
985,48280,36,37
985,48280,32,32
985,48280,21,23
985,48280,14,16
148,355915,22,24
148,355915,27,27
148,355915,30,31
148,355915,31,34
148,341429,31,32
148,341429,23,30
148,341429,29,35
148,341429,18,28
148,341429,23,37
148,341429,29,35
148,341429,18,28
148,175722,37,37
148,175722,36,37
148,175722,34,37
148,175722,20,24
148,175722,19,32
148,175722,28,37
148,175722,35,35
148,175722,19,32
148,175722,28,37
148,346478,6,15
148,346478,6,14
148,346478,11,18
148,346478,6,15
148,346478,6,14
148,297212,,1
148,297212,12,21
148,297212,3,32
148,297212,12,21
148,341049,,16
148,341049,,1
148,341049,28,28
148,503687,,1
148,282429,27,31
148,282429,25,31
148,282429,27,31
148,282429,14,24
148,282429,31,35
148,192765,17,33
148,192765,23,34
148,192765,29,36
148,192765,27,34
148,192765,20,29
148,192765,29,37
148,192765,18,24
148,192765,20,29
148,476344,34,37
148,476344,6,12
148,476344,33,34
148,476344,34,34
148,476344,34,37
148,171679,38,38
148,171679,36,37
148,171679,17,28
148,171679,15,28
148,171679,38,38
148,171679,36,37
148,171679,17,28
148,392772,,1
148,406638,8,21
148,406638,18,19
148,406638,7,24
148,406638,18,19
148,249126,,5
148,249126,21,27
148,249126,16,21
148,249126,26,28
148,249126,15,30
148,249126,19,35
148,249126,31,36
148,249126,15,30
148,249126,19,35
148,581598,,19
148,581598,,3
148,581598,,19
148,633659,,5
148,633659,,5
148,504051,,1
148,504051,,1
148,167799,22,34
148,167799,23,31
148,167799,31,33
148,167799,33,34
148,167799,38,38
148,167799,36,37
148,167799,23,30
148,167799,23,30
148,167799,33,34
148,167799,38,38
148,167799,36,37
148,167799,23,30
148,167799,23,30
148,450936,33,36
148,450936,20,27
148,450936,21,27
148,450936,33,36
148,450936,20,27
148,450936,35,36
148,450936,35,36
148,450936,34,37
148,450936,20,27
148,354362,36,39
148,354362,36,39
148,354362,20,37
148,354362,31,34
148,354362,33,34
148,354362,36,39
148,348795,18,20
148,348795,25,29
148,348795,28,32
148,348795,18,20
148,348795,25,29
148,348795,13,20
148,348795,33,37
148,348795,33,36
148,348795,33,36
148,348795,25,29
148,46001,37,37
148,46001,25,31
148,46001,33,38
148,46001,29,30
148,46001,25,35
148,46001,36,37
148,46001,29,29
148,46001,25,35
148,46001,36,37
148,581683,,1
148,581683,,1
148,392775,35,36
148,392775,23,24
148,392775,35,36
148,392775,6,19
148,392775,23,24
148,392775,15,22
148,392775,23,24
148,207929,33,34
148,207929,37,37
148,207929,36,36
148,207929,25,25
148,207929,15,23
148,207929,21,37
148,207929,25,28
148,207929,15,23
148,207929,21,37
148,207929,21,37
148,728734,,2
148,728734,,2
148,728734,,3
148,91845,29,31
148,91845,34,36
148,91845,37,38
148,91845,31,33
148,91845,30,30
148,91845,37,37
148,91845,30,30
148,91845,37,37
148,91845,35,35
148,91845,29,31
148,537382,22,31
148,537382,22,31
148,537382,11,18
148,537382,14,23
148,537382,14,23
148,537382,29,30
148,537382,29,30
148,537382,22,31
148,284165,30,30
148,284165,21,26
148,284165,25,32
148,284165,30,30
148,284165,21,26
148,284165,25,32
148,431755,38,40
148,431755,38,40
148,431755,,3
148,431755,36,36
148,431755,35,37
148,431755,38,40
148,77100,11,23
148,77100,32,36
148,77100,35,37
148,77100,30,37
148,77100,34,36
148,77100,35,37
148,77100,30,37
148,77100,34,36
148,77100,36,38
148,77100,37,37
148,77100,11,23
148,530807,,1
148,530807,,1
148,132098,38,38
148,132098,30,30
148,132098,37,37
148,132098,28,28
148,132098,29,29
148,132098,37,37
148,132098,29,29
148,132098,35,35
148,132098,37,37
148,670883,1,24
148,670883,1,4
148,670883,1,24
11,435338,35,35
11,435338,23,33
11,435338,35,35
11,435338,1,7
11,435338,2,14
11,435338,14,21
11,435338,24,25
11,253341,9,21
11,253341,12,18
11,253341,8,18
11,253341,15,36
11,253341,8,18
11,253341,15,36
11,215118,12,29
11,215118,25,29
11,215118,25,29
11,215118,12,19
11,215118,31,33
11,215118,14,19
11,215118,13,23
11,215118,13,23
11,215118,31,33
11,215118,14,19
11,215118,13,23
11,215118,13,23
11,210178,22,23
11,210178,2,2
11,210178,17,23
11,210178,2,2
11,210178,17,23
11,210178,17,23
11,586980,,1
11,586980,,1
11,581445,,2
11,581445,,2
11,697282,,1
11,697282,,1
11,300716,15,19
11,300716,22,26
11,300716,15,19
11,300716,22,26
11,535955,22,38
11,535955,22,38
11,94005,27,36
11,94005,26,29
11,94005,16,21
11,94005,23,33
11,94005,26,29
11,94005,16,21
11,94005,23,33
11,94005,25,30
11,94005,18,21
11,94005,16,21
11,335721,,1
11,335721,36,37
11,335721,32,34
11,335721,,1
11,335721,32,34
11,331560,22,23
11,331560,22,23
11,331560,29,29
11,331560,31,31
11,331560,22,23
11,191217,36,36
11,191217,33,34
11,191217,35,35
11,191217,15,20
11,191217,25,34
11,191217,23,29
11,191217,15,20
11,191217,25,34
11,191217,23,29
11,191217,23,29
11,112988,24,34
11,112988,30,30
11,112988,32,32
11,112988,22,35
11,112988,21,25
11,112988,21,25
11,112988,10,25
11,112988,21,33
11,112988,21,25
11,112988,21,25
11,112988,21,33
11,112988,22,35
11,610649,,1
11,610649,,1
11,540687,,15
11,540687,,15
11,230784,27,27
11,230784,24,24
11,230784,24,24
11,230784,13,21
11,230784,16,25
11,230784,33,35
11,230784,32,36
11,230784,35,35
11,230784,27,27
11,160438,27,32
11,160438,14,28
11,160438,13,24
11,160438,23,36
11,160438,14,33
11,160438,14,33
11,111455,32,33
11,111455,31,31
11,111455,31,33
11,111455,27,27
11,111455,28,28
11,111455,31,31
11,111455,27,27
11,111455,28,28
11,381967,19,37
11,381967,19,37
11,581674,,6
11,581674,,6
11,547533,,1
11,547533,,4
11,547533,,1
11,547533,,4
11,285845,1,8
11,285845,20,28
11,285845,26,34
11,285845,26,34
11,285845,16,35
11,285845,20,28
11,285845,26,34
11,285845,26,34
11,285845,16,35
11,285845,16,35
11,316264,21,29
11,316264,36,36
11,316264,21,29
11,316264,36,36
11,316264,,1
11,316264,14,16
11,316264,31,34
11,316264,21,29
11,392765,2,4
11,392765,20,23
11,392765,33,35
11,392765,2,4
11,392765,20,23
11,392765,33,35
11,668495,,1
11,668495,,1
11,741238,,8
11,741238,,8
11,655488,14,24
11,655488,14,23
11,655488,29,36
11,655488,14,24
11,655488,14,23
11,655488,29,36
11,433177,26,32
11,433177,32,36
11,433177,38,38
11,433177,26,32
11,433177,32,36
11,433177,38,38
11,343052,31,37
11,343052,29,35
11,343052,20,35
11,343052,31,37
11,343052,29,35
11,343052,33,34
11,343052,36,38
11,343052,38,38
11,340325,17,27
11,340325,2,6
11,340325,22,25
11,340325,17,27
11,340325,2,6
11,340325,23,27
11,340324,13,14
11,340324,17,28
11,340324,21,26
11,340324,13,14
11,340324,17,28
11,58864,36,36
11,58864,29,32
11,58864,31,31
11,58864,31,31
11,58864,36,36
11,58864,29,32
11,58864,31,31
11,58864,29,29
11,58864,31,31
11,93720,30,34
11,93720,31,36
11,93720,30,35
11,93720,30,34
11,93720,31,36
11,93720,34,34
11,93720,30,31
11,503770,2,2
11,565821,,1
1003,475411,7,9
1003,475411,32,33
1003,475411,2,4
1003,475411,14,16
1003,475411,32,33
1003,320141,6,14
1003,320141,34,35
1003,320141,28,36
1003,320141,34,35
1003,320141,23,25
1003,320141,26,29
1003,99331,23,30
1003,99331,19,31
1003,99331,30,31
1003,99331,10,25
1003,99331,19,31
1003,99331,33,33
1003,99331,34,34
1003,214056,20,27
1003,214056,24,34
1003,214056,8,19
1003,214056,9,10
1003,214056,28,34
1003,214056,12,27
1003,42412,30,30
1003,42412,31,31
1003,42412,28,29
1003,42412,24,34
1003,42412,38,38
1003,42412,18,20
1003,42412,38,38
1003,42412,28,28
1003,293168,19,20
1003,293168,,1
1003,293168,2,17
1003,293168,,1
1003,293168,2,17
1003,395797,,2
1003,714458,,3
1003,505194,3,3
1003,505194,22,27
1003,505194,3,3
1003,505194,14,31
1003,40611,32,32
1003,40611,35,35
1003,40611,24,25
1003,40611,32,34
1003,40611,29,29
1003,40611,4,9
1003,40611,32,34
1003,40611,4,9
1003,262226,27,29
1003,262226,27,27
1003,262226,27,29
1003,262226,20,37
1003,262226,28,38
1003,262226,27,34
1003,413220,13,38
1003,413220,23,23
1003,413220,13,15
1003,413220,13,38
1003,413220,23,23
1003,413220,13,15
1003,215876,35,38
1003,215876,28,28
1003,215876,14,24
1003,215876,28,28
1003,215876,15,21
1003,215876,14,24
1003,215876,26,26
1003,215876,24,26
1003,530732,,10
1003,530732,7,15
1003,530732,,10
1003,530732,7,15
1003,274839,36,36
1003,274839,33,33
1003,274839,38,38
1003,274839,32,32
1003,274839,26,27
1003,274839,19,21
1003,274839,32,32
1003,274839,26,27
1003,274839,19,21
1003,344605,19,26
1003,344605,19,26
1003,344605,14,31
1003,344605,18,33
1003,344605,20,26
1003,344605,32,37
1003,341501,8,8
1003,341501,9,13
1003,341501,20,29
1003,341501,10,31
1003,341501,6,31
1003,341501,20,29
1003,341501,10,31
1003,341501,6,31
1003,111051,4,11
1003,111051,14,28
1003,111051,31,35
1003,111051,7,14
1003,111051,23,37
1003,111051,14,17
1003,111051,7,14
1003,111051,23,37
1003,111051,14,17
1003,111051,38,38
1003,111051,14,28
1003,533657,1,5
1003,533657,1,5
1003,249565,33,33
1003,249565,37,38
1003,249565,38,38
1003,249565,32,33
1003,249565,37,38
1003,249565,38,38
1003,249565,32,33
1003,249565,27,32
1003,249565,33,33
1003,129588,27,34
1003,129588,15,25
1003,129588,23,26
1003,129588,27,34
1003,129588,15,25
1003,129588,23,26
1003,129588,33,38
1003,129588,32,34
1003,129588,34,34
1003,129588,23,26
1003,475188,28,36
1003,475188,28,36
1003,61560,38,38
1003,61560,33,37
1003,61560,34,35
1003,61560,27,29
1003,61560,20,36
1003,61560,31,38
1003,61560,17,34
1003,61560,20,36
1003,61560,31,38
1003,61560,17,34
1003,294057,36,37
1003,294057,31,31
1003,294057,31,31
1003,294057,35,35
1003,294057,31,31
1003,294057,31,31
1003,294057,35,35
1003,621193,1,5
1003,621193,1,5
1003,398065,3,6
1003,398065,16,17
1003,398065,36,38
1003,398065,25,26
1003,398065,32,35
1003,398065,36,38
1003,398065,25,26
1003,398065,32,35
1003,246968,34,38
1003,246968,36,38
1003,246968,37,38
1003,246968,33,38
1003,246968,25,29
1003,246968,14,32
1003,246968,37,38
1003,246968,33,38
1003,246968,25,29
1003,246968,14,32
1003,406040,21,30
1003,406040,34,35
1003,406040,26,33
1003,406040,34,35
1003,406040,26,33
1003,406040,18,31
1003,406040,11,30
1003,406040,34,35
1003,295330,26,35
1003,295330,20,28
1003,295330,21,32
1003,295330,30,36
1003,295330,20,29
1003,295330,25,38
1003,295330,26,35
1003,295330,20,29
1003,295330,25,38
1003,295330,26,35
1003,365172,23,36
1003,365172,23,36
1003,197838,36,36
1003,197838,35,35
1003,197838,37,37
1003,197838,34,34
1003,197838,35,35
1003,197838,34,34
1003,197838,25,27
1003,197838,35,35
1003,197838,34,34
1003,197838,25,27
405,253677,1,4
405,253677,7,25
405,253677,4,8
405,253677,5,13
405,253677,33,33
405,253677,36,36
405,253677,36,36
405,253677,36,36
405,413403,25,38
405,413403,29,32
405,413403,36,36
405,413403,29,32
405,215118,12,29
405,215118,25,29
405,215118,25,29
405,215118,12,19
405,215118,31,33
405,215118,14,19
405,215118,13,23
405,215118,13,23
405,215118,31,33
405,215118,14,19
405,215118,13,23
405,215118,13,23
405,342046,,2
405,342046,4,9
405,342046,1,4
405,342046,5,14
405,342046,9,30
405,342046,10,27
405,342046,5,14
405,342046,9,30
405,342046,10,27
405,342046,10,27
405,233124,18,20
405,233124,7,26
405,233124,,11
405,233124,7,17
405,233124,7,26
405,875929,,3
405,875929,,3
405,126664,35,36
405,126664,35,36
405,126664,30,30
405,126664,29,30
405,126664,35,36
405,126664,30,30
405,126664,29,30
405,126664,29,30
405,126664,33,35
405,126664,33,35
405,126664,17,36
405,126664,12,31
405,250478,14,17
405,250478,5,7
405,250478,2,6
405,250478,16,28
405,250478,28,30
405,250478,33,36
405,250478,33,36
405,250478,38,38
405,250478,33,36
405,250478,33,36
405,670846,,7
405,670846,,7
405,425334,38,38
405,425334,28,29
405,425334,38,38
405,354352,25,31
405,354352,33,34
405,354352,13,21
405,354352,33,34
405,354352,30,35
405,354352,26,26
405,354352,26,26
405,354352,36,36
405,354352,34,34
405,354352,13,21
405,354352,33,34
405,14086,18,25
405,14086,12,21
405,14086,30,32
405,14086,30,36
405,14086,30,38
405,14086,24,36
405,14086,30,38
405,14086,24,36
405,14086,30,38
405,626888,,4
405,626888,,2
405,626888,,4
405,626888,,2
405,324882,29,34
405,324882,13,38
405,324882,16,24
405,324882,13,38
405,324882,16,24
405,645686,,1
405,645686,,1
405,447661,23,26
405,447661,36,37
405,447661,33,37
405,447661,34,34
