,player_id,Current_club_ID,Name,Main_position,Season_year,Market_Value,Date_of_birth,Age,Height,Foot,Ajent
205,148368,31,Divock Origi,Centre-Forward,2015,8000000.0,"Apr 18, 1995 ",28.0,"1,89",right,DLF 
206,236513,31,Jerome Sinclair,Centre-Forward,2015,,"Sep 20, 1996 ",26.0,"1,81",right,Promoesport 
207,17965,148,Hugo Lloris,Goalkeeper,2015,4000000.0,"Dec 26, 1986 ",36.0,"1,88",left,
208,26276,148,Michel Vorm,Goalkeeper,2015,,"Oct 20, 1983 ",39.0,"1,83",right,Prime11 
209,183301,148,Luke McGee,Goalkeeper,2015,200000.0,"Sep 2, 1995 ",27.0,"1,93",right,Unique Sports Group 
210,42710,148,Toby Alderweireld,Centre-Back,2015,4000000.0,"Mar 2, 1989 ",34.0,"1,87",right,Stirr Associates 
211,43250,148,Jan Vertonghen,Centre-Back,2015,1800000.0,"Apr 24, 1987 ",36.0,"1,89",left,A-GROUP 
212,175722,148,Eric Dier,Centre-Back,2015,25000000.0,"Jan 15, 1994 ",29.0,"1,88",right,
213,45314,148,Federico Fazio,Centre-Back,2015,600000.0,"Mar 17, 1987 ",36.0,"1,95",right,Team Raiola 
214,122675,148,Kevin Wimmer,Centre-Back,2015,800000.0,"Nov 15, 1992 ",30.0,"1,87",left,Wasserman 
215,341049,148,Cameron Carter-Vickers,Centre-Back,2015,11000000.0,"Dec 31, 1997 ",25.0,"1,83",right,Sports Empire ... 
216,50174,148,Danny Rose,Left-Back,2015,1000000.0,"Jul 2, 1990 ",32.0,"1,73",left,Gea World 
217,192765,148,Ben Davies,Left-Back,2015,20000000.0,"Apr 24, 1993 ",30.0,"1,81",left,CAA Stellar 
